entite,review_text,rating,rel_date
POLE EMPLOI PARIS 20EME VITRUVE-PE,"Mon expérience avec cette agence a été et est toujours très compliqué en effet avant le confinement je suis étudiante et j’ai demandé pour ma formation la validation d’un devis mon conseiller a été incapable de le voir sur mon espace en ligne tantôt il ne comprenait pas tantôt il me disait qu’il fallait que nous discutions quand je fixer un rendez-vous avec lui alors que j’avais fait plusieurs mails c’est comme si il ne les regardait pas quand j’appelle le numéro à disposition c’est la même chose ils ne comprennent absolument rien je ne comprends absolument pas pourquoi cela
J’ai donc demandé le changement de mon conseiller et maintenant depuis le changement cela fait presque trois mois je n’ai aucune réponse alors que le mail a été envoyé je suis maintenant en formation et mon devis n’a toujours pas été validé je ne peux même pas faire ma demande RFP je trouve ça inadmissible de la part de Pôle emploi de laisser les gens dans des situations pareilles je ne demande qu’à pouvoir communiquer avec mon conseiller pour exprimer le fait que je suis en formation et que j’ai besoin de cette validation pour pouvoir faire ma demande d’aide RFP et malheureusement je n’ai toujours aucune réponse je ne sais plus quoi faire je suis désespéré cette agence me désespère les gens qui travaillent sont désespérant",1,il y a 2 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Moi je mets 5 étoiles pour Monsieur gaelle... ce monsieur connaît son travail il sait de quoi il parle il prend le temps de bien nous expliquer c'est clair et précis car c'est vrai que souvent si on a pas le décodeur de certaines choses dans le monde du travail dans nos droits dans l'indemnisation on s'y perd très vite et ce monsieur prends le temps de nous expliquer il a une approche pédagogue.. et malheureusement c'est le seul à faire ça.. ce n'est pas pour dénigrer les autres personnes . Mais il faut dire ce qui est si vous avez un problème aller voir Monsieur gaelle demander le à l'accueil,5,il y a 2 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"J'ai été très bien reçue au Pôle Emploi de la rue Vitruve, le personnel d'accueil est charmant et bienveillant. Ma conseillère est d'une grande aide et elle est très réactive dès que j'ai besoin d'elle. Je les remercie pour leur travail à tous.",5,il y a 3 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,4,il y a 3 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"J’y suis allée pour la première fois et j’ai été secouée par le vigile qui semble également s’occuper d’importuner les personnes qui font la queue ? Monsieur parle mal, donne de mauvaises façons de procéder... Il me fait quitter la queue pour me connecter à mon espace puis me dit mais avant de faire cela il faut passer à l’accueil. C’est une blague ? Je perd mon tour dans la queue et je me connecte pour rien. Intervention de sa part inutile pourtant monsieur parle en se pavanant et me dit même que je ne comprend rien. Lol. Je lui montre mon mécontentement mais Mr se donne en spectacle pourtant devant une file surprise de sa façon de faire. Une de ces collègues me prend en charge je lui raconte ma mésaventure, elle me comprend et me calme tout de suite. Le Mr qui semble aimer les conflits me lance un « dites ce que vous voulez à ma collègue je m’en fiche » alors que je ne lui parle pas. De tels comportements sont INACCEPTABLES et je vais me rapprocher du directeur du Pôle Emploi en question. J’ai été malmené dès le matin, à la sortie d’un rdv médical difficile (en plus!) et je ne tolère pas que l’on me parle ainsi. Il y’a tant de gens sans emploi alors voir de tels cas au sein même de Pôle Emploi (un comble) cela me choque. Aucune compétence, on comprend à peine ce qu’il dit et est agressif. Les 2 étoiles sont pour la collègue qui a fini par régler mon soucis et qui s’est encore excusé pour le comportement déplacé de ce mr (a sa place donc) et j’ai beaucoup apprécié cela.",2,il y a 3 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"Incroyable 3jour j fait des allé retour il sont incapable de vous aider à faire uncv correctement
J'ai l'impression qu'il sont là à contre cœur il bacle le travail",1,il y a 3 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"Il y a un effectivement pas mal d'attente à l'accueil, mais vite oubliée par un personnel très professionnel et à l'écoute.",5,il y a 3 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Il y a toujours trop de monde le personnel fait pas son travail,2,il y a 4 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,3,il y a 4 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"J'y suis allée deux fois pour le moment, et ce fut relativement rapide, je n'ai pas eu trop à attendre. Le personnel semble à l'écoute et est agréable, ce qui est assez rare dans l'administratif. Ma conseillère est très gentille et à l'écoute, c'est agréable.",4,il y a 4 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Demande de rendez-vous ?  Certain ne sont même pas au courant du dossier de le clients .Vous leurs dites ma formation fini telle date réponse pour le rendez-vous votre formation  est elle encore en cours se qui prouve la non lecture des mails.Premiere fois que je suis au chômage c'est un calvaire.,2,il y a 4 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,"accueil et conseil très utile car je venais simplement remettre un justificatif d'absence pour mon fils.
c'est étonnant ou dommage  que les usagers cochant une étoile  ne joignent pas de commentaires.",3,il y a 5 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Chaqui'un il va donne ça  vie on derai tous des stagiaires.,1,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Bazar a l'accueil. Les problèmes informatiques reccurantes. Bref.,2,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,5,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,1,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,1,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,5,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,5,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,5,il y a 6 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,1,il y a 7 ans
POLE EMPLOI PARIS 20EME VITRUVE-PE,Aucun,4,il y a 7 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Inscrit depuis le mois d'août 2022,je n'ai eu que des problèmes dans cette agence,des personnes qui n'écoute pas, lorsqu'on leurs fait des remarques sa devient désagréable et écoute encore moins,quoi que chez pôle le suivi et l'écoute ne sont absolument pas présent, et les insultes vis à vis du demandeur d'emploi qui fusent a chaque échanges,des menteurs et des gens malhonnêtes qui vous méprisent totalement
À madame Élodie Gillet,et a Madame Akkouche,vos manques de professionnalisme et d'écoutes sont déconcertant",1,il y a une semaine
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Conseiller nul sans une once de professionnalisme méprisant et menteur pour caché leurs incompétences et leurs feignantise a faire leurs travail pour le quel ils sont payés je leurs souhaite d être demandeurs d emploi pour savoir comment ces comportement sont honteux 🤬🤬🤬🤬🤬🤬🤬 …,1,il y a un mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"le personnel est très gentil et dévoué à me guider.
Merci",5,il y a un mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 2 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Accueil minable, réflexion déplacée : vous avez fait quoi comme petit métier, (tu crois que ton métier c’est pas un petit métier ?)
Ton condescendant
Personnel robotique et non impliqué, vraiment inadmissible",1,il y a 2 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Pire que tout. RIEN ne fonctionne, le personnel est désagréable au possible et nous crie dessus quand on leur fait remarquer que leurs outils ne fonctionnent pas. Ne répondent à aucun mail, et évidement n’ont pas de numéro de téléphone",1,il y a 2 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Toulouse,5,il y a 2 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Ils ne répondent jamais clairement à vos questions, sont condescendants pour ne pas dire impolis. Au téléphone, c'est pire, ils vous parlent comme des m*****. Ils se donnent trop d'importance alors que tout le monde sait qu'ils ne servent à rien. C'est pourtant simple, s'ils ne veulent pas travailler, qu'ils laissent leurs places à d'autres.",1,il y a 3 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Nul est le 1er mot qui me vient à l’esprit
Tjs super désagréable, ils se sentent tellement puissant
Abus de pouvoir quoi
Ça y est tu bosses à pôle emploi tu te crois tout permis !!
Bravo !!! Si je pouvais mettre 0 étoile je l’aurais fait !",1,il y a 3 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Le type à lunettes en bas est très agressif, désagréable et se permet des réflexions déplacées tout en parlant aux gens comme des chiens",1,il y a 5 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Rendez-vous Pôle Emploi,4,il y a 7 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Très bien merci beaucoup,5,il y a 8 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Mon conseiller me réponds dans 13 jours, il peut se permettre de crier sur moi, pour avoir mon chômage  j’ai du appeler 3949 et la dame a été très compréhensive, c’est grâce a elle que j’ai eu mon paiement. Chaque fois il faut se battre pour avoir tes indemnités. horreur.",1,il y a 8 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"1h d'attente, le conseiller nous a oublié 2 fois malgré les rappels de ses collègues de l'accueil. Ça va bien, frérot ?",1,il y a 8 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 8 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Service incompétent, 3 appels pour que les personnes en lignes finissent pas raccrocher sans me donner les informations attendus, les documents unedic ont été refusés pour une raison inconnue, impossible de mener un appel à son terme c'est une honte.",1,il y a 9 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Très beau,5,il y a 10 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Des vrais demeurés c'est incroyable comme ils sont inutiles. 1 rendez vous tout les mois qui dure 9min montre en main. C'est une perte de temps monstre pour du "" sinon vous avez réfléchi un peu depuis le mois dernier ?""  Et du  ""vous savez ici on est pas bien traité, je vous conseille pas de travailler au pôle emploi"" une vaste blague.",1,il y a 11 mois
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Mais quelle mascarade vraiment. Une joyeuse bande d'incompétents ,imbus de leurs petites personnes frustrés et blasés de faire ce travail. Et essayant d'exercer un rapport de force plus que malsain sur les candidats en leurs coupant la parole systématiquement. Ou en ayant un retard supérieur à 30minutes sur votre rendez-vous OBLIGATOIRE, évidemment sans la moindre explication.
Par pitié un peu de dignité , de savoir être , de sens de l'accueil ou mieux encore faîtes votre boulot respectueusement!
Ayez au moins honte d'avoir une attitude aussi lamentable.
Expérience dès plus décevante , dîtes merci à votre professionnalisme absent.

Je salue le sens de l'accueil et la politesse de l'agent de sécurité à l'entrée.",1,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"je doute que donner son avis ici change quoi que ce soit, mais ils sont vraiment tous plus incapables les uns que les autres. et surtout incapable de verser les indemnités qui nous sont dues, c'est sur que ça vous fait passer l'envie d'avoir une période de chômage!",1,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Service correct,4,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Informer son conseiller d'un début de formation et se voir envoyer une offre d'emploi dès le lendemain par cette même personne, tout cela dans le but de me couper mes droits pour offre refusée
Par ailleurs, depuis 3 mois que j'attends mes calculs correctes d'indemnités après l'envoi dès documents qu'ils ont listés et aujourd'hui on me sort encore d'autre documents, jamais demander avant, à envoyer pour traitement, si les gens faisaient leur travail comme certains de chez vous, ils se feraient virés !!",1,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Mon conseiller est Monsieur Bednarz, un homme bienveillant, gentil, qui comprend le choix de ré orientation, merci à lui",5,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Suis très content pour ce lieu,5,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Masha'Allah, le personnel est excellent.",5,il y a un an
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Agence Pôle Emploi à fuir !!!
Un conseiller condescendant qui n'à même pas pris la peine d'étudier mon dossier avant un rendez vous d'accompagnement; dans lequel je n'avais pas la possibilité de prendre la parole, certes un joli monologue assez barbant... Tout ça pour rien. Bonjour à vous monsieur Marmouget :) De plus, n'accepte pas le refus d'aide d'accompagnement alors que je suis expérimentée dans la recherche d'emploi.",1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Ils donnent des rendez-vous et les annule,
Ils inventent des rendez-vous qui n'existe pas pour vous radier.
Les offres d'emploi sont purement fictives.
Il y a un gros gros problème de gérance des fonds dans cette agence. Où est l'argent des vrais demandeurs d'emploi ?",1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Ce ne sont que des incompétents je me suis inscrit le 16 septembre, je n'arrivais pas a m'actualiser je repasse le 14 octobre pour m'actualiser un conseiller me dit non ce n'est pas la peine, il faudra vous actualisé a la fin du mois d'octobre, je passe hier à pôle emploi, et l'on me dit que je suis radié, donc je me suis réinscrit hier, ils ont réussi à gagner un mois de chômage, qu'elle belle escroquerie.",1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Ce qui est sûr c’est que tout est fait pour qu’on ne revienne pas !!!! Les hôtesses d’accueil ne savent même pas comment on se sert d’un ordinateur. Organisation déplorable ... on se croirait dans l’administration d’il  y a 20 ans ... quelle tristesse !!!,1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Ils n'ont aucun respect pour les gens parle très mal aux personnes qui viennent réclamer  leurs droits incompétents si vous voyez la façon dont ils parlent aux gens que ce soit ceux des bureaux ou ceux de l'accueil c'est  une honte et le dit directeur ETS TRES DÉSAGRÉABLE UN COMPORTEMENT EXÉCRABLE ET AUTIN. Obligé de mettre 1 étoile pour laisser un commentaire.z
Visite le 7 septembre 2020
Quand on est pas foutu d'être 1minimum poli on travail pas dans le social, une bande d'incompétents à ce daviel",1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Les propositions d'emplois sont fausses
Le directeur est très désagréable",1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Si la prise en charge à l'accueil lors de mon arrivée ou lors de la création de mon espace en ligne a été un peu compliquée, j'ai ensuite eu la chance d'avoir un conseiller qui a su gérer avec beaucoup de professionnalisme mon dossier et mon inscription. Clarté des informations, prise en charge rapide et conseils avisés. J'ai également eu l'agréable surprise de recevoir un appel pour s'assurer que j'avais aussi pu créer mon espace personnel. Un suivi et un conseiller très professionnel.",4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Pole emploi ne répond jamais au tel de plus les dossiers sont perdu à chaque fois et l accueil LAISSÉ à désiré !!!!!,1,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Service médiocre ,ils sont 7 à l'accueil à brasser de l'air",1,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Je suis assez surprise de tous les avis négatifs concernant ce Pôle emploi. Effectivement j’avais des soucis sur mon dossier à régler depuis plus trois mois et je suis tombé sur une perle en guise de conseiller. Il a pris du temps pour s’occuper de mon souci  il a également pris soin de m’expliquer tout ce qu’il fallait faire. Et finalement tout à été réglé EN MOINS DE 24H et je n'exagère rien.  En ce qui concerne le personnel je les aient également  trouvé très aimable et m’ont toujours très bien aiguillée. Merci pour ce service qui fait du bien les gens efficaces existent encore.,5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,L intérieur est jolie.,4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Pôle Emploi aide toujours les mêmes personnes : ceux qui font semblant de pas trouver du boulot ou pas en état de travailler.. et quand vous êtes étudiants à la limite de vous prostituer pour survivre la y a plus personne !

Je vous raconte même pas l’incompétence des conseillers qui vous baladent et vous parlent même pas de vos droits

En clair compter pas sur eux, ils vous aiderons pas, renseignez vous sur vos droits même au plus con du monde, il saura mieux vous répondre

LAMENTABLE ET HONTEUX",1,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Très bon accueil, très professionnelle,  depuis que je suis inscris j'ai toujours été bien accueilli agence très réactive et dynamique",5,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 3 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Accueil déplorable par une "" conseillère ""  blonde à lunettes incompétente, pas aimable du tout, qui n'aime pas être dérangée. Quand on lui pose une question avec des faits précis, elle répond que ce n'est pas son problème, qu'elle ne veut pas l'entendre et qu'elle ne peut rien y faire.
Insolente, vous prenant de haut et pensant parler à des débiles, elle se cache derrière des phrases pré-enregistrées dans sa tête depuis sûrement des années qu'elle ne comprend plus elle-même.
Ayons pitié d'elle, un conditionnement qui laissera sûrement des traces même à la retraite.
Pour le moment, à quoi sert-elle ? À percevoir son propre salaire et à servir de repoussoir !!

Je mets une étoile mais pas moyen de faire autrement pour laisser un avis.

Courage aux demandeurs d'emploi du 5eme et 13eme ! Fuyez l'incompétence .",1,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,3,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"J'avais appelé pole emploi anciennement demandeur d'emploi.
appel du 19/12/2018, la conseillère me dit qu'il faut envoyé une attestation sur l'honneur qui indique je n'ai pas été en activité dans une période. Chose que j'ai en effet suivi à la lettre. A ce jour aucun, le courrier est toujours en attente. Limite, elle m'a raconté des bobards !

Je rappelle aujourd'hui pour réclamer mon dû du 1er décembre au 16 décembre  et une autre conseillere me dit que c'est le bulletin de salaire qu'il faut envoyé pour etre payé...

La première limite avait l'air blasé de son job. La deuxième était plus professionnel.",1,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Plus jamais je me présente aux rendez vous de réunion d'information collectif, on était quarante douze, puis en plus de sa qui c'est qui se pointe chez pôle emploi ? Les conseillés d'la mission locale MDRR Le gars d'la réunion à dit à tout les gens qui n'avait pas besoin de leur aide ( de la mission locale ) d'aller se faire en… Nan frenchement inutile la réunions du 20/12/2018 celle de 14h …",1,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Modèle type de l'administration qui pour masquer ses errances tente de faire passer l'usager pour un demeuré,1,il y a 4 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Fermé.  DÉPLACE 3 impasse Nationale,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"agence, conseillers ères  très dynamiques, efficaces! et respectueux! Pôle emploi vous propose des moyens, à nous de les saisir!",4,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Je suis y allée ce matin pour obtenir un certificat. Je suis rentrée à 9h et sortie à 9h06. À l’accueil ils ont été très gentils. Il faut juste être là avant l’ouverture (surtout si vous n’avez pas de rendez-vous). Le bureau ouvre à 9h mais à 8h30 il y a déjà la queue.,5,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Horaire d'ouverture inacceptable,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,L image de la définition d incapable,1,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,3,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,3,il y a 5 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Nptk i respecte personne i demande de changer didentiter ckoi sa ??,1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,4,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Services lamentables
Déjà qu’ils ne sont pas capables de founir du travail, voilà maintenant qu’ils ne sont plus capables de verser les indemnités dûes.",1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"XXX mail au conseiller de ma fille, aucune réponse pffff pauvre france pôle emploi gérer par des incapables",1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Que dire ?!  Juste si tu cherches un emploi , n'attend pas après pôle emploi.",1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Service déplorable ils sont incapable de gérer des demandeurs d'emploie.,1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,"Gentils, mais en efficacité zéro",1,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,5,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Aucun,3,il y a 6 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,Prévoir un temps d'attente relativement long,5,il y a 7 ans
POLE EMPLOI PARIS 5 ET 13EME DAVIEL-PE,La queue peut être longue,3,il y a 7 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Profondément déçue.
Il n'y a aucun contact entre la psychologue de travail et ma conseillère, l'info traine pendant des mois entre eux, personne ne prend de la responsabilité de rien.
À la fin, je me retrouve à avoir perdu mon temps, et sans solutions, alors, merci pour le travail exceptionnel !
Moins cinq de moi !",1,il y a 3 semaines
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,1,il y a 5 mois
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Ne servent strictement à rien. On comprends mieux pourquoi il y a autant de chômeurs en France.,1,il y a 5 mois
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Nous avons été accueilli par une dame très sympathique lors du premier rendez-vous. Cependant, lors de ce rendez-vous un homme s’est joint à nous, se nommant Cyril, très arrogant, sans empathie, hausse la voix pour sous entendre que nous sommes là seulement pour toucher les indemnités et ne pas vouloir travailler, sans même connaître notre situation. (1ère inscription chez pôle emplois après 30 ans d’activité). Et nous sommes donc suivis par des personnes  aussi désagréables ? Vive le service publique. 👏🏼 Je vous conseille de revoir votre recrutement. Lorsque la communication et l’écoute ne sont pas les compétences de vos salariés, il faudrait songer à les remplacer. Je rajoute à cela, qu’il présentait vraiment impropre sur lui même, notamment braguette ouverte avec plusieurs taches à ce niveau. Je vois que la propreté n’est pas son fort non plus…
Conclusion, je vous ai tout de même donné 1 étoiles, pour l’amabilité de l’une des collaboratrices. Remerciez-moi, c’est déjà de trop.",1,il y a 6 mois
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Tres bien reçu, agent efficace",5,il y a un an
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"J ai été mal reçue par une dame étranger et pourtant moi meme je suis étrangère  je crois qu' elle souffre de complexe  d infériorité,  désagréable  Pôle emploi ne savez vous pas former vos agents en  ce qui concerne l  écoute et la communication  il me semble que c est le beaba surtout quand on travaille dans ce genre d organisme.
Qu elle fasse une formation sur l amabilité et le respect des autres",1,il y a un an
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,4,il y a un an
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Agence très dynamique :),5,il y a un an
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"As many public services in France, PE lacks technology, objectivity and efficiency. Personnel are kind, but unable to sort out issues. Their operation is hindered by a legacy of inefficiency, visible at PE website and systems which are often unavailable (""pardon, mon systeme mouline, mouline, et finalement ça bug, madame""). After 3 months of online inscription, many complaints and 3 physical visits to PE I started receiving my rights. 3 months. Imagine if I had a family to support.
I am dissatisfied with the complexity of processes, the slow speed of service, and the effort required to navigate through processes. Citizens want processes to be simpler, faster, and easier to use, in line with the way we do everything else (learning, shopping, traveling, etc). As long as you cultivate this culture of indifference to the zeitgeist and citizens needs, French government will always be dealing with protests on the streets.",1,il y a 2 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Pôle emploi j’ai une attestation employeur en attente de réception depuis le 10 janvier.
Vous êtes en confinement ou en centre de vaccination ?",1,il y a 2 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Extrêmement surprise par l'accueil agréable et le dynamisme des conseillers. L'équipe est vraiment proactive et j'ai obtenu toutes les informations dont j'avais besoin!,5,il y a 3 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Super acceuil.les agents sur place font tous pour nous demamdeur d emplois.
Merci a vous",5,il y a 3 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,1,il y a 3 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Très cordialement reçu . J'ai obtenu des réponses à mes questions.,4,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,"Les conseillers font ce qu ils peuvent, avec ce qu ils ont. Beaucoup d erreurs de la part de pôle emplois, conseiller difficilement joignables sans plusieurs e mails préalable. Conseillers indemnisation parfois contradictoires. Ascenseur qui ne fonctionne que jusqu' au 1er étage. Bureaux a la confidentialité respectee. Conseillers qui vous avouent eux même que pôle emplois n a jamais permis de trouver du travail et que leur système est défaillant.",2,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,5,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,4,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Une agence qui comprend bien votre situation et une agence qui réagit vite.,5,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,1,il y a 4 ans
POLE EMPLOI PARIS 7 8 9EME ST PETERSBOURG-PE,Aucun,5,il y a 5 ans
