Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
voila deux mois que je suis reinscrite comme demandeur d emploi  deux mois que chaque semaine  on me demande de transmettre des documents concernant mon actualisation pour que j arrive a obtenir un paiement  chaque fois  c est la meme chose  envoyer vos documents sur votre espace  je me connecte  j essaie de trouver la bonne categorie pour mon document a transmettre  soit la piece jointe est trop lourde donc il faut recommencer  soit ce n est pas le bon document  selon le logiciel  donc il faut recommencer  au final  tous mes documents sont forcement envoyer par la poste  qui ne vont pas a mon agence directement aupres de mon conseiller pole emploi  non  cela monte dans le nord a arras   ce qui met des jours a etre pris en compte  ensuite il faut que le document soit traite  resultat  deux mois que j attend a etre indemnisee et ce n est pas fini   il faudrait reellement revoir cet espace afin que tout le monde puisse transmettre correctement ses documents ;0;1;0;0;1;0;0;['reinscrit', 'docu', 'pai', 'docu', 'connect', 'categor', 'docu', 'joint', 'lourd', 'recommenc', 'docu', 'selon', 'recommenc', 'docu', 'nord', 'arras', 'compt', 'docu', 'attend', 'indemnise', 'revoir', 'docu'];reinscrit docu pai docu connect categor docu joint lourd recommenc docu selon recommenc docu nord arras compt docu attend indemnise revoir docu;3
le 18 fevrier 2022  j ai repondu a une offre d emploi sur le site www candidat pole emploi fr  j ai transmis ma lettre de motivation et mon curriculum vitae   le 21 fevrier 2022  le gestionnaire de l offre d emploi a demande a recevoir mon curriculum vitae et mes disponibilites  j avais pourtant renseigne ces informations en les envoyant avec ma candidature   le 24 fevrier 2022  un conseiller a repondu  pas de mobilite   le pole emploi propose pourtant une aide a la mobilite pour les demandeurs d emploi  ma candidature n a pas ete retenue ;1;1;0;0;0;0;0;['18', 'offre', 'www', 'curriculum', 'vita', '21', 'gestionnair', 'offre', 'curriculum', 'vita', 'disponibilit', '24', 'retenu'];18 offre www curriculum vita 21 gestionnair offre curriculum vita disponibilit 24 retenu;3
bonjour   comme est indique sur mon titre  j ai eu un probleme d iban avec le service du pole emploi  cet etablissement fait partie du service public  une loi a ete ecrite et appliquee  mais malgre cela on m a refuse a plusieurs reprises mon compte bancaire situe au royaume uni qui fait partie de l union europeenne  le personnel de cet etablissement a ete tres desagreable  m a renvoye plusieurs fois au pied du mur  ne comprenant pas pourquoi j utilisais ce compte  c est dans mes droits   je suis de nationalite francaise  je peux ouvrir un compte bancaire ou cela me chante et ne pas etre catalogue ou refoule  de nos jours  il faudrait que les choses changent  et ainsi pouvoir accedera tous les services comme une personne banale  merci de votre comprehension ;0;1;0;0;0;1;0;['iban', 'etabl', 'applique', 'compt', 'bancair', 'situ', 'royaum', 'uni', 'union', 'europeen', 'etabl', 'renvoy', 'pied', 'mur', 'compren', 'compt', 'nationalit', 'francais', 'compt', 'bancair', 'chant', 'catalogu', 'refoul', 'changent', 'acced', 'banal'];iban etabl applique compt bancair situ royaum uni union europeen etabl renvoy pied mur compren compt nationalit francais compt bancair chant catalogu refoul changent acced banal;3
a la suite de mon licenciement economique  il y a quelques annees  j ai decouvert que j avais 45 ans et que mes facultes et competences professionnelles n etaient plus traitees objectivement lors des recrutements  depuis  chaque annee supplementaire n a fait qu aggraver ma situation de retour a l emploi  j ai suivi les preconisations des specialistes de l insertion professionnelle  je me suis reconvertie  formee  diplomee  rien n y a fait  je ne connais plus que l intermittence des postes  des emplois toujours plus eloignes de mon parcours  toujours plus precaires et plus mal payes  l agisme balaie tout  la fameuse question de l age finit toujours par m etre posee  alors meme qu elle n est pas legale   c est donc sur ce point que j interpelle les pouvoirs publics  si pole emploi est le bras arme de la lutte contre le chomage  son inaction en matiere de lutte contre les discriminations est flagrante et navrante ;0;0;1;1;0;0;0;['licenci', 'decouvert', '45', 'facult', 'traite', 'object', 'supplementair', 'aggrav', 'preconis', 'special', 'insert', 'reconvert', 'forme', 'diplome', 'intermittent', 'eloign', 'precair', 'pay', 'agism', 'balai', 'fameux', 'pose', 'legal', 'interpel', 'pouvoir', 'bras', 'arme', 'lutt', 'chomag', 'inact', 'matier', 'lutt', 'discrimin', 'flagr', 'navr'];licenci decouvert 45 facult traite object supplementair aggrav preconis special insert reconvert forme diplome intermittent eloign precair pay agism balai fameux pose legal interpel pouvoir bras arme lutt chomag inact matier lutt discrimin flagr navr;3
depuis que j ai perdu mon emploi d ingenieur chef de projet  les experiences avec le pole emploi regional  m ont souvent etonne negativement  offres de cap   bep   radiations surprises   aucune formation de niveau i ou ii proposees  refus d aide au deplacement   offre d ingenieur en allemagne a bonn    offre chez peugeot en alsace etc   j ai ete juge comme une personne qui refuse la mobilite  alors que je parle plusieurs langues et cherche a partir de ma region sinistree   maintenant a 62 ans bientot  il faut realiser que je ne trouve pas d entreprise francaise qui embaucherait  donc ma recherche s oriente vers d autres pays  je ne suis pas seul dans cette situation  moyens utilises   telephone   internet  relations    helas monsieur c     la situation est difficile pour nous aussi  nous vous souhaitons bonne chance     que ce soit en france   en allemagne etc   ;1;0;1;1;0;1;0;['ingenieur', 'chef', 'regional', 'eton', 'offre', 'cap', 'bep', 'radiat', 'surpris', 'format', 'i', 'ii', 'propose', 'offre', 'ingenieur', 'allemagn', 'offre', 'peugeot', 'alsac', 'jug', 'langu', 'region', 'sinistre', 'bientot', 'francais', 'orient', 'pay', 'internet', 'hel', 'souhaiton', 'allemagn'];ingenieur chef regional eton offre cap bep radiat surpris format i ii propose offre ingenieur allemagn offre peugeot alsac jug langu region sinistre bientot francais orient pay internet hel souhaiton allemagn;-1
ma conseillere pole emploi m a propose le suivi d une prestation pole emploi pour accelerer mon retour a un emploi  j ai ete oblige de contacter ma conseillere plusieurs fois a ses adresses courriels pole emploi exclusivement  ma conseillere pole emploi dit que je la contacte trop regulierement et que je la harcele ;1;0;1;1;0;1;0;['acceler', 'contact', 'courriel', 'exclus', 'contact', 'regulier', 'harcel'];acceler contact courriel exclus contact regulier harcel;0
j ai sollicite le service de pole emploi pour beneficier d un abondement  a une formation de dirigeant de societe de securite privee  ma conseillere m a indique les documents que je devais suivre  ainsi qu une lettre de motivation  deux semaines plus tard  ma conseillere et le responsable du centre de formation m on contactes pour m annoncer la bonne nouvelle que mon dossier avait ete accepte par la commission de pole emplois  je tiens avant tous  remercier l organisme de pole emplois  nous sommes souvent critique face aux organismes publics  il faut reconnaitre que nous avons la chance de vivre dans ce beau pays la france qui permet a chacun de trouver sa place ;0;0;1;1;0;1;0;['abond', 'format', 'dirig', 'securit', 'prive', 'docu', 'respons', 'format', 'contact', 'dossi', 'commiss', 'remerci', 'critiqu', 'fac', 'reconnaitr', 'pay'];abond format dirig securit prive docu respons format contact dossi commiss remerci critiqu fac reconnaitr pay;-1
apres plusieurs annees au service d une entreprise j ai decide de demissionner en septembre  revalorisation de mon dossier 4 mois apres une demission ce qui est normal  dossiers envoyes  attestation contrat    etc  et on me dit que je n ai pas de droit pour raison de ne pas avoir de date de fin de contrat  tout est note sur les documents envoyes  ;1;0;1;0;0;0;0;['demission', 'revaloris', 'dossi', 'demiss', 'dossi', 'attest', 'contrat', 'contrat', 'docu'];demission revaloris dossi demiss dossi attest contrat contrat docu;-1
suite a ma rupture conventionnelle  je me suis inscrite a pole emploi  ce que je reproche surtout  c est le manque de moyens de pouvoir contacter un conseiller   pas de possibilite de prise de rendez vous avec un conseiller  j ai un rendez vous qui m a ete imposee avec une date assez eloignee par rapport a la date de fin de mon contrat   juste un numero unique  mais ce ne sont pas des personnes qui ont acces a notre dossier et qui peuvent mieux nous renseigner  les demarches administratives sont assez longues   fin de contrat le 7 janvier    a ma reouverture des droits  je n ai pu beneficier que des anciennes allocations  alors ce qu il aurait ete plus preferable que je puisse toucher des allocations qui soient bases sur la periode la plus recente  il y a tout de meme la possibilite d envoyer un mail  mais le delai de reponse est assez long ;0;0;1;1;0;0;0;['conventionnel', 'inscrit', 'reproch', 'contact', 'impose', 'eloigne', 'contrat', 'uniqu', 'dossi', 'demarch', 'administr', 'contrat', 'reouvertur', 'alloc', 'prefer', 'alloc', 'recent', 'repons'];conventionnel inscrit reproch contact impose eloigne contrat uniqu dossi demarch administr contrat reouvertur alloc prefer alloc recent repons;-1
je suis inscrite en tant que demandeur d emploi et j ai cree une micro entreprise  j ai donc demande de l aide a pole emploi afin d etre accompagnee dans le processus de creation d entreprise   cependant je ne parviens pas  a avoir un rdv avec mon conseiller    je l ai donc sollicite a plusieurs reprises par mail  notamment pour avoir des renseignements sur les possibilites de demander des financements pour faire des formations tres importantes dans mon domaine   ses reponses sont tres succintes  ne repondant souvent pas a mes questions   j ai pris l initiative de les contacter pour faire une demande de financement d une formation directement via mon espace personnel pole emploi  cependant celle ci a ete refusee en moins de 24h  sans aucune justification valable   l accompagnement par pole emploi dans mon projet de creation d entreprise  voire retour a l emploi est donc inexistant  ce qui est tres decevant ;0;1;0;1;0;1;0;['inscrit', 'micro', 'accompagne', 'processus', 'cepend', 'parvien', 'rdv', 'possibilit', 'financ', 'format', 'repons', 'succint', 'initi', 'contact', 'financ', 'format', 'cepend', '24h', 'justif', 'valabl', 'inexist', 'decev'];inscrit micro accompagne processus cepend parvien rdv possibilit financ format repons succint initi contact financ format cepend 24h justif valabl inexist decev;1
une formation en mecanique agricole m a ete propose par pole emploi dans le cadre d une eventuelle reconversion  ce qui paraissait tres attrayant de par la presentation de mon conseiller  depuis le debut de cette formation  moi meme et l ensemble des participants avons vu que rien ne correspondait a nos attentes  en effet  le cfa du cher situe au subdray qui a pris en charge cette demarche n est pas capable a cette date de gerer le contenu de la formation afin que chaque candidat puisse avoir un support des le depart et qui plus est  incapable de fournir des documents a jour au niveau des dates  cela ressemble a une grosse arnaque tant au niveau de la presentation que du suivi car pole emploi va meme jusqu a changer le conseiller de chacun pendant la formation  au final  cela se solde pour moi par un echec  je ne parle meme pas du cout de la formation  maintenant si on me propose une formation je vais y regarder a deux fois avant de m engager ;0;1;0;0;0;0;0;['format', 'mecan', 'agricol', 'eventuel', 'reconvers', 'paraiss', 'attrai', 'format', 'ensembl', 'cfa', 'cher', 'situ', 'subdray', 'demarch', 'capabl', 'contenu', 'format', 'support', 'docu', 'ressembl', 'gross', 'arnaqu', 'format', 'sold', 'echec', 'cout', 'format', 'format', 'regard', 'engag'];format mecan agricol eventuel reconvers paraiss attrai format ensembl cfa cher situ subdray demarch capabl contenu format support docu ressembl gross arnaqu format sold echec cout format format regard engag;1
bonjour  suite a un precedent message concernant la mise en situation professionnelle de pole emploi  j ai depuis recu un  avertissement avant sanction   la conseillere est revenue vers moi mi fevrier pour une periode pmsmp demarrant le lendemain 10h  me disant que la convention n etait pas remplie  partie manquante pourtant destinee a la  structure d accueil  donc que pole emploi doit remplir   resultat j ai du revenir vers l entreprise en urgence le jour meme dans l apres midi avec le papier  puisque je commencais le lendemain  cette priorite ne m a pas permis d assister au rendez vous pe le meme jour pour un atelier de creation de cv  mon cv etant cree depuis car le rendez vous a ete pris 1 mois 1 2 avant et que j ai eu le temps de creer et valider mon cv entretemps    je n ai a ce jour pas de retour de ma conseillere concernant la pmsmp  et maintenant j ai le risque de me faire radie  je ne sais pas si je commence la pmsmp  pas d accuse reception des mails que j envoi a pe ;0;0;0;1;1;0;0;['avert', 'sanction', 'mi', 'pmsmp', 'demarr', 'lendemain', '10h', 'convent', 'destine', 'structur', 'reven', 'urgenc', 'lendemain', 'priorit', 'ateli', 'entretemp', 'pmsmp', 'pmsmp', 'accus'];avert sanction mi pmsmp demarr lendemain 10h convent destine structur reven urgenc lendemain priorit ateli entretemp pmsmp pmsmp accus;3
il y a quelques mois  pole emploi m avait refuse mes bulletins de paye sous pretexte que je les avais imprimes en recto verso  j ai trouve cela etrange car cela aboutit a abattre deux fois plus d arbres  mais bon     il y a quelques jours  pole emploi est alle encore plus loin dans sa logique  vocabulaire non injurieux   cette fois  mes bulletins de paye ont ete refuses car je les avais mis dans la meme enveloppe   autrement dit  une personne qui intervient dans 30 familles differentes et qui va avoir 30 bulletins de paye differents par mois doit maintenant mettre chaque bulletin dans une enveloppe differente et affranchir tout ca avec 30 timbres    je suppose que la prochaine etape sera d exiger que chaque lettre soit vehiculee par une voiture differente ;0;0;0;1;1;0;0;['bulletin', 'pay', 'pretext', 'recto', 'verso', 'etrang', 'about', 'abattr', 'arbre', 'logiqu', 'vocabulair', 'injuri', 'bulletin', 'pay', 'envelopp', 'autr', 'intervient', 'famill', 'bulletin', 'pay', 'bulletin', 'envelopp', 'affranch', 'timbr', 'suppos', 'etap', 'vehicule', 'voitur'];bulletin pay pretext recto verso etrang about abattr arbre logiqu vocabulair injuri bulletin pay envelopp autr intervient famill bulletin pay bulletin envelopp affranch timbr suppos etap vehicule voitur;3
le cpf estime que tout peut se faire par internet  et qu une assistance humaine est inutile  mais si vous avez un probleme  le site estime que seule les questions qu il se pose  meritent une reponse  ainsi  il est impossible de demander un cofinancement de pole emploi pour ma formation  sans d abord payer par carte bleue  le solde du cout total  erreur car croyance aveugle dans le logiciel  et impossible de joindre un agent  car le telephone du cpf n est indique nulle part  il est merveilleux de penser construire une societe plus juste et assurer la formation des demandeurs d emplois avec des machine  pour l instant c est l echec total  ;0;0;0;1;0;0;0;['cpf', 'estim', 'internet', 'estim', 'meritent', 'repons', 'cofinanc', 'format', 'abord', 'pai', 'bleu', 'sold', 'cout', 'croyanc', 'aveugl', 'agent', 'cpf', 'null', 'merveil', 'construir', 'assur', 'format', 'machin', 'instant', 'echec'];cpf estim internet estim meritent repons cofinanc format abord pai bleu sold cout croyanc aveugl agent cpf null merveil construir assur format machin instant echec;1
lorsqu on a le malheur d avoir ete employe par son conjoint  la demande d allocation au pole emploi est un long chemin seme d embuches   on ne peut que cocher des cases sans pouvoir rien y changer d un iota   on me demande une dads qui a ete supprimee depuis 4 ans  date a laquelle je n etais pas encore embauchee   la dsn que j ai fournie me revient  refusee    j ai essaye de telephoner  je n ai encore eu personne   et que dire de mes releves de comptes  pour justifier avoir bien recu mes salaires  qui sont  eux aussi  refuses   heureusement  mon livret de famille a ete accepte   car bien sur  je dois aussi justifier de mon regime matrimonial    je ne suis pas pret d etre indemnisee   vive l ere d internet ou tout est  simplifie    ici aussi je manque de place pour le reste     merci tout de meme;1;1;1;1;0;0;0;['lorsqu', 'conjoint', 'alloc', 'chemin', 'sem', 'embuch', 'cas', 'iot', 'dad', 'supprime', 'embauche', 'dsn', 'revient', 'compt', 'salair', 'livret', 'famill', 'regim', 'matrimonial', 'pret', 'indemnise', 'viv', 'ere', 'internet'];lorsqu conjoint alloc chemin sem embuch cas iot dad supprime embauche dsn revient compt salair livret famill regim matrimonial pret indemnise viv ere internet;2
bonjour   je vous partage une des experiences lunaires que je viens de rencontrer  j ai demande un rdv telephonique il y a 3 semaines  j ai obtenu un rdv en date du 3 mars a 9h45  a 9h45  personne ne m appelle  j attends 5 minutes et appelle directement pole emploi  une conseillere me dit qu ils ont des difficultes telephoniques en interne mais qu ils vont tout faire pour me contacter  10 minutes plus tard  je recois un email d une conseillere me disant qu elle n a pas oublie mon rdv mais qu ils ont des difficultes en interne  je lui reponds que je ne bouge pas et qu elle peut m appeler quand elle le souhaite  elle me repond que malheureusement ca ne fonctionne pas et elle m invite a faire mes demarches par mail  je lui reponds que je vais me rendre sur place egalement  a l agence de boulogne   et ils m envoient un courrier d avertissement disant que je n ai pas assiste au rdv   je suis extremement mecontent de pole emploi  ma situation est toujours bloquee et je n ai pas pas d infos ;1;1;1;1;0;0;0;['partag', 'lunair', 'rdv', 'obtenu', 'rdv', '9h45', '9h45', 'appel', 'attend', 'appel', 'intern', 'contact', 'rdv', 'intern', 'boug', 'appel', 'invit', 'demarch', 'boulogn', 'envoient', 'courri', 'avert', 'rdv', 'extrem', 'mecontent', 'bloque', 'infos'];partag lunair rdv obtenu rdv 9h45 9h45 appel attend appel intern contact rdv intern boug appel invit demarch boulogn envoient courri avert rdv extrem mecontent bloque infos;0
le meme jour  j ai recu 5 courriers   bravo le gachis de papier  de timbres  d argent   le 1er pour m annoncer qu un rendez vous prevu le jour de la date du courrier etait annule   le 2e pour me dire que ma conseillere changeait   le 3e pour me donner rdv 1 mois plus tard avec mon  ancienne  conseillere   le 4e pour annuler le rdv prevu un mois plus tard  le 5e pour me dire que ma conseillere  la nouvelle  changeait et que ma nouvelle conseillere etait    l ancienne  celle qui me suit depuis quelques temps   au final  je n ai pas change de conseillere  je n ai aucun rdv ;0;0;0;0;1;0;0;['courri', 'gach', 'timbr', 'argent', 'prevu', 'courri', '2e', 'chang', '3e', 'rdv', '4e', 'rdv', 'prevu', '5e', 'chang', 'suit', 'rdv'];courri gach timbr argent prevu courri 2e chang 3e rdv 4e rdv prevu 5e chang suit rdv;3
je suis demandeur d emploi et j ai trouve une formation  l organisme formateur me demande de faire valider le parcours par pole emploi   mon espace en ligne pole emploi pour la prise de rendez vous ne me propose aucun creneau  j ai reessaye trois jours de suite  aucun creneau  ni telephonique  ni physique  ni en visio conference  le 3949 est un serveur vocal qui ne me donne aucune possibilite de parler a un humain ni prendre de rdv ;1;1;1;0;0;0;0;['format', 'creneau', 'reessay', 'creneau', 'visio', 'conferent', '3949', 'serveur', 'vocal', 'rdv'];format creneau reessay creneau visio conferent 3949 serveur vocal rdv;0
je suis  interimaire a 44 ans et ne souhaite pas le rester  a la fin de mon contrat je m inscris a pole empoi et cherche une solution  pour mon avenir professionnel   je trouve une formation et j envoie le devis a pole emploi qui ne m aidera pas financierement  ni  la chambre des metiers  ni le conseil region  ni les c f a ou autre organisme  quelles solutions peut il y avoir pour un futur entrepreneur qui ne demande qu a travailler  ;0;0;1;1;0;0;0;['interimair', '44', 'contrat', 'inscris', 'empoi', 'aven', 'format', 'chambr', 'region', 'f', 'solut', 'futur', 'entrepreneur'];interimair 44 contrat inscris empoi aven format chambr region f solut futur entrepreneur;-1
le manque de reponse et de communication envers les usagers de ce service est scandaleux   je me suis inscrit debut fevrier  les demarches pour faire valider les documents electroniques ont ete laborieuses car ces documents officiels des differentes institutions suisses ou j ai travaille ces derniers mois n etaient pas correctement lus et valides  au bout de la quatrieme transmission et du troisieme appel ils ont ete valides sans modification de ma part  juste du temps perdu et des allocations spas versees   depuis bientot deux mois que je suis inscrit je n ai toujours pu parler et encore moins rencontrer aucun conseiller  a croire qu il n existe pas   nous sommes des jouets ballotes entre vos mains  a force d appels et de reclamations un agent m a fixe un rendez vous arbitrairement  malheureusement sur un creneau ou j avais deja convenu d un entretien   impossible de la joindre pour le decaler ou proposer une alternative  vais je etre radie pour cela  ;1;1;1;1;0;0;0;['repons', 'enver', 'usager', 'scandal', 'inscrit', 'demarch', 'docu', 'electron', 'labori', 'docu', 'officiel', 'institu', 'suiss', 'derni', 'lus', 'quatriem', 'troisiem', 'appel', 'alloc', 'spas', 'verse', 'bientot', 'inscrit', 'jouet', 'ballot', 'main', 'appel', 'reclam', 'agent', 'fix', 'arbitrair', 'creneau', 'convenu', 'decal', 'altern'];repons enver usager scandal inscrit demarch docu electron labori docu officiel institu suiss derni lus quatriem troisiem appel alloc spas verse bientot inscrit jouet ballot main appel reclam agent fix arbitrair creneau convenu decal altern;-1
j ai un compte en heures  je viens de la fonction publique   je travaille maintenant dans le prive  mon conseiller pole emploi voit un compte cpf a zero euro et moi je vois un cpf a 150 heures  d apres ce que j ai lu  il est possible d avoir 2 comptes et de transferer les heures en euros mais je ne vois qu un seul compte quand je me connecte    l aide sur le site renvoie aux questions communes  le telephone renvoie sur le site    je tourne en rond  impossible d avoir quelqu un qui m explique  ;1;1;1;0;0;0;0;['compt', 'voit', 'compt', 'cpf', 'vois', 'cpf', '150', 'lu', 'compt', 'transfer', 'euros', 'vois', 'compt', 'connect', 'renvoi', 'renvoi', 'rond'];compt voit compt cpf vois cpf 150 lu compt transfer euros vois compt connect renvoi renvoi rond;3
30 11 2021  j ai recu un questionnaire de pole emploi pour le renouvellement de l allocation solidarite specifique 16 12 2021 depot du questionnaire rempli plus les justificatifs dans la boite aux lettres de pole emploi 20 12 2021 courrier  le  renouvellement est accepte pour 6 mois 03 01 2022 courrier de pole emploi demande le questionnaire non fourni 05 01 2022 depot du double du  questionnaire pour lequel j ai ete renouvelee le 20 12 2021 plus justificatif  impot depose de nouveau dans la boite aux lettres 18 01 2022 demande rejetee qui avait ete acceptee le 20 12 2021 je precise que les documents demandes sont dans mon dossier l avis d impot a ete envoye par voie dematerialisee ainsi que le questionnaire rempli  sur le site de pole emploi ;0;1;0;0;1;0;0;['11', 'questionnair', 'renouvel', 'alloc', 'solidarit', 'specif', '16', 'depot', 'questionnair', 'justif', 'courri', 'renouvel', '03', '01', 'courri', 'questionnair', '05', '01', 'depot', 'doubl', 'questionnair', 'lequel', 'renouvele', 'justif', 'impot', '18', '01', 'rejete', 'accepte', 'docu', 'dossi', 'impot', 'dematerialise', 'questionnair'];11 questionnair renouvel alloc solidarit specif 16 depot questionnair justif courri renouvel 03 01 courri questionnair 05 01 depot doubl questionnair lequel renouvele justif impot 18 01 rejete accepte docu dossi impot dematerialise questionnair;-1
parceque le site pole emploi n avais pas la formation que je cherche  j ai cherche plusieur jours par moi meme sur l internet etc   je suis tombe sur des  d entreprise qui soi disant font la formation   mais apres une conversation telephonique avec les escrocs  j ai vite constate qu ils ne savaient pas deu tout de quoi je parlais   dommage que pole emploi n ait que les formations basiques ;1;0;0;1;0;0;0;['parcequ', 'format', 'internet', 'soi', 'format', 'escroc', 'sav', 'deu', 'parl', 'format', 'basiqu'];parcequ format internet soi format escroc sav deu parl format basiqu;1
j ai une declaration d attestation en cours   depuis 1 mois   la reponse est toujours la meme    service indisponible temporairement  entre la 3eme et 4eme etape de la declaration   ai je fait une mauvaise manipulation  ;1;0;0;0;0;0;0;['declar', 'attest', 'repons', 'indisponibl', 'temporair', '3em', '4em', 'etap', 'declar', 'manipul'];declar attest repons indisponibl temporair 3em 4em etap declar manipul;-1
j avais repondu a une annonce sur le site de pole emploi  sans avoir connaissance du  client   trois mois plus tard  je pouvais lire dans mon espace personnel que je ne m etais pas presentee   j etais scotchee  jamais je n ai eu de suite a cette candidature  je ne connaissais pas qui etait le  client   mon conseiller m a repondu qu aucune suite ne me serait prejudiciable ;0;1;0;1;0;0;0;['presente', 'scotche', 'prejudici'];presente scotche prejudici;3
peu avant de creer ma micro entreprise  j ai demande des renseignements a mon conseiller au sujet de l acre  on m a attribue un autre conseiller que j ai eu au telephone assez rapidement  ce dernier m a dit qu avec l acre je touchais 45   de mes droits are restants et que je touchais le reste a la cessation de mon activite  alors qu en fait on touche le complement 6 mois apres le premier versement  mon erreur a ete de prendre ce qu a dit cette personne pour argent comptant   c est vrai qu il est pourtant simple d aller sur internet  mais je pensais que cette personne savait de quoi elle parlait   forcement j ai decide de continuer a toucher mes allocations chomage   si j avais ete bien renseigne  j aurais pu differer la creation de mon entreprise jusqu au rechargement de mes droits et faire ma demande  acre  j aurais alors pu avoir le capital de depart qu il me manque pour demarrer mon activite dans de bonnes conditions ;0;0;1;1;0;0;0;['micro', 'acre', 'attribu', 'acre', '45', 'rest', 'cessat', 'compl', 'argent', 'compt', 'internet', 'sav', 'parl', 'alloc', 'chomag', 'differ', 'recharg', 'acre', 'capital', 'demarr', 'condit'];micro acre attribu acre 45 rest cessat compl argent compt internet sav parl alloc chomag differ recharg acre capital demarr condit;3
j ai contacte pole emploi pour m inscrire au chomage   je suis cadre et c est la premiere fois que cette situation delicate se produit   j ai tout fait par internet  sachant qu au prealable j ai contacte pole emploi par telephone qui m a repondu en 5 minutes   premiere inscription  tout est clair et simple  je suis dans les premieres demarches  si tout est aussi bien organise que le site  a savoir demarches a suivre  et accompagnement  alors  il n y a rien a redire ;1;0;0;0;0;0;0;['contact', 'chomag', 'delicat', 'produit', 'internet', 'prealabl', 'contact', 'premier', 'demarch', 'demarch', 'redir'];contact chomag delicat produit internet prealabl contact premier demarch demarch redir;0
resiliation injustifiee et aucune prise en charges  le site internet pole emploi a de nombreux beug;1;0;0;0;0;0;0;['resili', 'injustifie', 'charg', 'internet', 'beug'];resili injustifie charg internet beug;0
malgre mes demandes  aucune ecoute  les conseillers ne font que suivre leur protocole  pas de soutien  aucune recherche de solution  regulierement radie pour x raison  resultat aucune indemnisation  sentiment d etre juste la pour justifier leur emploi  quoique l on fasse ou dise  c est toujours eux qui on le dernier mot  ils n ont aucun scrupule a laisser les gens dans la misere ;0;1;0;0;1;0;0;['protocol', 'soutien', 'regulier', 'x', 'indemnis', 'quoiqu', 'fass', 'scrupul', 'miser'];protocol soutien regulier x indemnis quoiqu fass scrupul miser;-1
bonjour  je viens d acceder a mon compte candidat aujourd hui et je me suis rendu compte que mon cv etait je cite    suite a un probleme technique  le fichier est indisponible   alors je veux bien que des fois il y est des choses qui ne vont pas  mais quand cela concerne que soit mon profils ou d autre d ailleurs  parce que je pense que je ne suis pas la seule personne a qui c est arriver   donc je voudrais imperativement que vous y remedier a cela car cela nuit grandement a ma reussite professionnel et contribue a mon echec personnel   bien cordialement ;0;1;0;0;0;0;0;['compt', 'compt', 'cit', 'indisponibl', 'profil', 'voudr', 'imper', 'remedi', 'nuit', 'grand', 'reussit', 'contribu', 'echec'];compt compt cit indisponibl profil voudr imper remedi nuit grand reussit contribu echec;3
bonjour  j ai formule une reclamation a pole emploi concernant mon indemnisation non percue le dernier mois suite a la reprise d un emploi en cours de mois le 11 fevrier  on m affiche qu on me reepondra avant le 18 fevrier  on est maintenant le 18 mars et je n ai toujours aucune reponse  j ai reformule la meme demande le 3 mars  on m affiche une reponse avant le 10 mars et toujours aucune reponse  sachant qu il s agit d un versement d are non effectue par pole emploi  c est assez genant d avoir ce montant non disponible ;1;1;0;0;0;0;0;['reclam', 'indemnis', 'percu', '11', 'reepondr', '18', '18', 'repons', 'reformul', 'repons', 'repons', 'agit'];reclam indemnis percu 11 reepondr 18 18 repons reformul repons repons agit;2
demande de formation avec abondement pole emploi refusee plus d un mois apres ma demande  resultat lorsque j ai annule ma mobilisation cpf car refus de pole emploi  mon solde est descendu a 0   j ai tout perdu  1052  partis en fumee a cause de delai pole emploi non respecte   aucun interlocuteur  ni pole emploi  ni un agent cpf  aucune reponse a mes differents mails   ;1;1;1;1;0;0;0;['format', 'abond', 'mobilis', 'cpf', 'sold', 'descendu', '1052', 'part', 'fume', 'respect', 'interlocuteur', 'agent', 'cpf', 'repons'];format abond mobilis cpf sold descendu 1052 part fume respect interlocuteur agent cpf repons;1
professionnel de l insertion dans l emploi  j ai ete tres irritee par le manque d information accompagnant la demarche d inscription a pole emploi  si par exemple on veut changer le cv telecharge la veille  realise avec un traitement de texte independant de ce site  parce qu il comporte une petite erreur  aucune information n est donnee pour indiquer que cette action necessitera de recommencer la carte de visite dans sa totalite pour pouvoir rendre ce cv visible   il me semble qu il serait utile de proposer une modification de cette carte sans avoir a la recommencer  la demarche est deja tellement intellectuelle en soi  indication de ces competences      le niveau en informatique d une bonne partie de la population souvent tres limite que la complexifier par des processus de ce genre  non documente en temps reel  me semble a mille lieux des realites des demandeurs d emploi ;1;1;0;0;0;0;0;['insert', 'irrite', 'demarch', 'telecharg', 'veil', 'independ', 'donne', 'necessit', 'recommenc', 'visit', 'totalit', 'visibl', 'util', 'recommenc', 'demarch', 'intellectuel', 'soi', 'popul', 'complexifi', 'processus', 'document', 'mill', 'lieux', 'realit'];insert irrite demarch telecharg veil independ donne necessit recommenc visit totalit visibl util recommenc demarch intellectuel soi popul complexifi processus document mill lieux realit;-1
