Description;telephone;Description_2;Description_3;clusters
bonjour  je viens vers vous pour partager l evolution rapide apres un rendez vous telephonique prevu le 12mai a 9h  j avais beaucoup de questions concernant mon projet professionnel et aussi mon embauche qui etait le 01 mai 2022 je de devais egalement poser concernant le permis  a ma grande surprise une lettre de rappel m attestant de ne pas avoir honore mon rendez vous   coup de theatre   radiation de mon  inscription a pole emploi  ;1;['partag', 'evolu', 'prevu', '12mai', '9h', '01', 'pos', 'attest', 'honor', 'theatr'];partag evolu prevu 12mai 9h 01 pos attest honor theatr;1
je rencontrais des problemes avec mon dossier pole emploi  ce qui a bloque mon indemnisation pendant plusieurs mois alors que j avais le droit de la percevoir  ma conseillere m a raconte beaucoup de choses pour justifier le rejet de mon dossier  tout son argumentaire s est revele etre totalement faux   elle m a egalement fait constituer des dossiers qui n ont abouti a rien  dans quel but  je n en ai aucune idee   la majorite de nos echanges se sont faits par telephone  heureusement j ai fini par tomber sur quelqu un qui a pris au serieux ma demande et a regle le probleme en quelques heure  ma conseillere m a laisse des mois dans cette situation  heureusement que je ne vis pas seule car sinon je ne pouvais plus me nourrir ni me loger  etant enceinte  cela aurait pu avoir de tres graves repercussions   ;1;['dossi', 'indemnis', 'percevoir', 'racont', 'dossi', 'argumentair', 'revel', 'constitu', 'dossi', 'about', 'but', 'ide', 'majorit', 'tomb', 'nourr', 'log', 'enceint', 'grav', 'repercuss'];dossi indemnis percevoir racont dossi argumentair revel constitu dossi about but ide majorit tomb nourr log enceint grav repercuss;-1
inscrite depuis bientot un an je n ai jamais rencontre mon conseiller    je l ai sollicite a deux reprises par mail pour m aider au financement de ma formation qui a ete refusee en mars sans motif valable  il devait me rappeler pour me proposer une formation financable et coherente avec mon parcours mais depuis je n ai aucune nouvelle    lorsque je souhaite prendre un rendez vous il n y a jamais de creneau disponible    j ai besoin de rencontrer mon conseiller physiquement pour faire le point avec lui ;1;['inscrit', 'bientot', 'financ', 'format', 'valabl', 'format', 'financ', 'coherent', 'creneau'];inscrit bientot financ format valabl format financ coherent creneau;0
bonjour  j ai malheureusement eu l experience d avoir a faire a pole emploi   un mot les concernant  honteux  je bosses depuis 25 ans  l entreprise dans laquelle je travaillais a mis la cles sous la porte il y a presque 3 mois en arriere  mes indemnites qui me sont payes ne sont pas juste  il manque 500 euros    apparemment des documents que j avais fourni se sont perdus  donc j ai renvoye  par mail bien sur car les courriers postaux sont beaucoup beaucoup moins bien traite  je rappel quand meme que je n ai pas d ordinateur et que c est une amie qui fait les demarches pour moi sur son temps libre car elle travaille   j ai ete oblige de rappeler car pas de nouvelle  on me dit qu ils n ont pas recu les documents  qu il faut passer par mon espace pour les envoyer  ce que je fais  toujours par le biais de mon amie  d ailleurs grosse galere car oblige d envoyer les docs 2 par 2 et j en ai une trentaine a envoyer  pour la plus part des docs le site m indique qu ils sont pas pris en compte car mauvais intitule  donc je rappelle pole emploi   quand j explique ma situation que je n ai pas d ordinateur   la personne ne repond que je ne fais pas d efforts et me menace de  raccrocher quand elle entend mon amie derriere moi dire qu il faudrait revoir la facon de faire les choses  sur un ton tres calme   donc bien sur je suis reste calme au telephone car pas envie de devoir rester encore 15 min au telephone avant d avoir quelqu un    en clair 25 ans en activite  3 mois de chomage  j ai retrouve du travail  avec des indemnites aux rabais pas  ordinateur mais me debrouille pour faire les memes demarches plusieurs fois sur ordi quand meme  j explique que ca ne va plus etre possible car mon amie a autre chose a faire toujours calmement  et on me repond que je ne fais pas d effort  et bien pole emplois n a qu a me payer un ordinateur et internet parce que avec 500 euros de moins par moi pour vivre et bien c est compliquer d aller m en acheter un  je ne felicite pas pole emploi et ses conseillers ;1;['boss', 'cle', 'arrier', 'indemnit', 'pay', '500', 'euros', 'apparent', 'docu', 'perdus', 'renvoy', 'courri', 'postal', 'ami', 'demarch', 'libr', 'docu', 'bi', 'ami', 'gross', 'galer', 'trentain', 'compt', 'mauv', 'intitul', 'person', 'effort', 'raccroch', 'entend', 'ami', 'derrier', 'revoir', 'calm', 'calm', 'min', 'chomag', 'indemnit', 'rab', 'debrouill', 'demarch', 'ordi', 'ami', 'calm', 'effort', 'pai', 'internet', '500', 'euros', 'achet', 'felicit'];boss cle arrier indemnit pay 500 euros apparent docu perdus renvoy courri postal ami demarch libr docu bi ami gross galer trentain compt mauv intitul person effort raccroch entend ami derrier revoir calm calm min chomag indemnit rab debrouill demarch ordi ami calm effort pai internet 500 euros achet felicit;1
tout est complique  trop de demarches a faire  trop de papiers    j ai ete oblige a plusieurs reprises de telephoner pour me guider a l ecran  j ai fait selon ma conscience  et maintenant on me dit que j ai trop percu  je suis benevole dans une association  j ai bien declare les heures effectuees et on me dit qu il y a des erreurs ;1;['demarch', 'guid', 'ecran', 'selon', 'conscienc', 'benevol', 'associ', 'declar'];demarch guid ecran selon conscienc benevol associ declar;-1
je suis insatisfaite du traitement de mon dossier de demandeur d emploi par l agence pole emploi de capesterre belle eau de l ile de guadeloupe  les conseillers pole emploi qui m ont ete attribue ne facilite pas mon retour a l emploi  leur attitude professionnelle va contre mes interets de demandeur d emploi  les formalites n ont pas ete correctement rempli ;1;['insatisfait', 'dossi', 'agenc', 'capesterr', 'eau', 'ile', 'guadeloup', 'attribu', 'attitud', 'interet', 'formalit'];insatisfait dossi agenc capesterr eau ile guadeloup attribu attitud interet formalit;-1
j ai appele ce jour les services de pole emploi  par telephone au 3949  pour poser une question simple   ai je le droit aux indemnites si je pars vivre a l etranger   hors europe  pour y suivre mon conjoint    l interlocuteur commence par me dire que non  je n ai droit a rien  heureusement pour moi  j ai fait quelques recherches sur le sujet au prealable que je lui partage  j ai le droit a des indemnites une fois que je rentre en france     mon interlocuteur    tres desagreable  visiblement tres presse de se rendre a sa reunion  me met en attente pour verifier mes propos  il m explique ensuite qu effectivement  j ai des droits  j essaye de lui expliquer ma situation en details pour recolter le plus d informations precises mais il est tellement presse qu il ne prend pas la peine de m ecouter  me coupe sans arret la parole et me dit sur un ton tres vehement qu il est pourtant tres clair et ne voit pas comment mieux clarifier son propos  quand j essaye de lui demander de me rediriger vers quelqu un qui aurait plus de temps a me consacrer  et j entends egalement   plus de pedagogie   ou le service dedie a ce genre de situation exceptionnelle  il me repond que ce n est pas la peine  que personne n a le temps avant de me raccrocher au nez sans le moindre etat d ame ou formule de politesse  qui aurait pourtant ete bienvenue    j avise donc les services concernes a mieux renseigner les agents qui repondent aux appels telephoniques  mais egalement a mieux les eduquer sur les solutions qui existent  le systeme d indemnites n est pas simple a comprendre ;1;['servic', '3949', 'pos', 'indemnit', 'par', 'etrang', 'hor', 'europ', 'conjoint', 'interlocuteur', 'prealabl', 'partag', 'indemnit', 'interlocuteur', 'visibl', 'press', 'effect', 'recolt', 'press', 'coup', 'parol', 'veh', 'voit', 'clarifi', 'redirig', 'consacr', 'entend', 'pedagog', 'servic', 'ded', 'exceptionnel', 'person', 'raccroch', 'nez', 'ame', 'politess', 'bienvenu', 'avis', 'servic', 'agent', 'repondent', 'eduqu', 'solut', 'existent', 'system', 'indemnit'];servic 3949 pos indemnit par etrang hor europ conjoint interlocuteur prealabl partag indemnit interlocuteur visibl press effect recolt press coup parol veh voit clarifi redirig consacr entend pedagog servic ded exceptionnel person raccroch nez ame politess bienvenu avis servic agent repondent eduqu solut existent system indemnit;1
bonjour   j ai travaille en interim et j ai termine ma mission en octobre 2021  la boite d interim a mis ma prime de precarite dans un compte epargne cet et sur ma fiche de paye est bien precise  j ai demande le deblocage de cette somme et le pole emploi me demande un trop percu pour le mois de novembre 2021  alors que je n avait pas travaille  j ai demande a l entreprise d interim de me fournir une autre attestation  cette derniere a ete refuse par le pole emploi qui ne cherche pas a comprendre meme avec un mail expliquant bien la situation et precisant que la prime de precarite n ai pas considerer comme activite salariale  en plus de cela  je n ai pas ete paye par pole emploi pour le mois de mai 2022 alors que je n ai pas travaille    pouviez vous debloquer cette situation svp    merci d avance   cordialement ;1;['interim', 'interim', 'precarit', 'compt', 'epargn', 'pay', 'deblocag', 'somm', 'interim', 'attest', 'precarit', 'salarial', 'pay', 'debloqu', 'svp'];interim interim precarit compt epargn pay deblocag somm interim attest precarit salarial pay debloqu svp;2
je suis actuellement une formation pendant 3 ans dans le cadre d une reconversion professionnelle  je suis inscrite a pole emploi  pendant les periodes de formation  septembre a juin   je suis dans la categorie 4 des demandeurs d emploi  cette categorie expire le lendemain de la fin de ma formation pour l annee en cours  et je suis automatiquement desinscrite de pole emploi  je dois alors me reinscrire  puis m actualiser  ce qui retarde mon indemnisation et me cree une charge administrative supplementaire   c est egalement le cas d environ la moitie de ma promotion  nous devrons repeter cette procedure a chaque fin d annee  sachant que nous devons deja prevenir nos conseillers tous les ans de notre nouvelle entree en formation en septembre   cette procedure pourrait etre simplifiee en rebasculant automatiquement les personnes dans la categorie des demandeurs d emploi disponibles pour travailler  cela eviterait des oublis  des retards pour les demandeurs d emploi et beaucoup de travail pour les conseillers pole emploi qui doivent gerer ces dossiers et repondre aux questions inevitables des demandeurs d emploi dans cette situation ;1;['format', 'reconvers', 'inscrit', 'format', 'juin', 'categor', 'categor', 'expir', 'lendemain', 'format', 'desinscrit', 'reinscrir', 'retard', 'indemnis', 'administr', 'supplementair', 'moit', 'promot', 'devron', 'repet', 'procedur', 'devon', 'preven', 'entre', 'format', 'procedur', 'simplifie', 'rebascul', 'person', 'categor', 'disponibl', 'retard', 'dossi', 'inevit'];format reconvers inscrit format juin categor categor expir lendemain format desinscrit reinscrir retard indemnis administr supplementair moit promot devron repet procedur devon preven entre format procedur simplifie rebascul person categor disponibl retard dossi inevit;0
inscrite a pole emploi  j ai estime que mes allocation are  retour a l emploi  etaient bien faibles compte tenu du salaire que j avais  j ai demande a plusieurs reprise via l onglet reclamation de verifier ces droits  les appels telephoniques comme les messages via mon espace aboutissent a des reponses constamment differentes dont celle que tout etait normal  il s avere au final  et apres avoir insiste par de multiples reclamations  que mes droits etaient effectivement errones a hauteur de presque 300   des excuse du responsable indemnisation etc   on m a informe que les indemnites etaient calculees sur la base de l attestation pole emploi employeur et sans compte des indemnites de maladies et des eventuelles fiches de paye et que seule une reclamation declenche l etude exacte des droits   cela est gravissime car si je suis au fait des defaillances possibles et que je connais les rouage administratif  les personnes qui ne sont pas aussi averties et qui s en tiennent aux reponses apportes lors de mes premieres reclamations se voient spoliees de leurs veritables indemnites    je constate enormement de dysfonctionnements depuis mon inscription tout comme un manque d ergonomie et d acces sur le site   selection d envoi de type de documents limite  pas de prise de rendez vous en ligne pourtant oriente par la voix off lors des appels  le service indemnisation est le seul interlocuteur possible lors des transferts  ce sont des agents d accueils qui repondent sans aucun acces aux dossiers  il serait pourtant simple pour moi de changer ces dysfonctionnements les plus recurrents et faciliter la vie de millions de personnes mais egalement des agents  je suis surtout choque par les indemnites qui ne doivent pas etre reclamees faute d informations ;1;['inscrit', 'estim', 'alloc', 'faibl', 'compt', 'tenu', 'salair', 'onglet', 'reclam', 'about', 'repons', 'const', 'aver', 'insist', 'reclam', 'effect', 'erron', 'hauteur', '300', 'respons', 'indemnis', 'indemnit', 'calcule', 'attest', 'employeur', 'compt', 'indemnit', 'malad', 'eventuel', 'pay', 'reclam', 'declench', 'etud', 'exact', 'gravissim', 'defaill', 'possibl', 'rouag', 'administr', 'person', 'avert', 'tiennent', 'repons', 'apport', 'premier', 'reclam', 'voient', 'spolie', 'indemnit', 'ergonom', 'select', 'docu', 'orient', 'voix', 'off', 'servic', 'indemnis', 'interlocuteur', 'transfert', 'agent', 'repondent', 'dossi', 'recurrent', 'million', 'person', 'agent', 'choqu', 'indemnit', 'reclame'];inscrit estim alloc faibl compt tenu salair onglet reclam about repons const aver insist reclam effect erron hauteur 300 respons indemnis indemnit calcule attest employeur compt indemnit malad eventuel pay reclam declench etud exact gravissim defaill possibl rouag administr person avert tiennent repons apport premier reclam voient spolie indemnit ergonom select docu orient voix off servic indemnis interlocuteur transfert agent repondent dossi recurrent million person agent choqu indemnit reclame;-1
j ai demande a participer a un evenement pole emploi  les conseillers que j ai eu au numero de service 3949 non pas voulu me renseigner  ils ont dit que cette evenement d acces a l emploi faisait l objet d une pre selection pour acceder a la recherche d emploi  le pole emploi n a pas souhaite me communiquer les moyens d acceder a l evenement  le rally pour l emploi  du 28 juin 2022;1;['even', 'servic', '3949', 'even', 'objet', 'select', 'communiqu', 'even', 'rally', 'juin'];even servic 3949 even objet select communiqu even rally juin;-1
bonjour  j ai fait une reinscription depuis le 1er juillet sur le site  mais impossible d utiliser  mes echanges avec pole emploi  afin de communiquer les documents demandes  le message suivant apparait     le service est momentanement indisponible  veuillez nous excuser de la gene occasionnee  cordialement l equipe pole emploi fr    je ne peux consulter les messages de pole emploi le message suivant apparait    nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel   je tourne en boucle et cerise sur le gateau le 3949  attente de 30 minutes au mieux   ;1;['reinscript', 'juillet', 'communiqu', 'docu', 'appar', 'servic', 'momentan', 'indisponibl', 'occasionne', 'equip', 'appar', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'personnel', 'boucl', 'ceris', 'gateau', '3949'];reinscript juillet communiqu docu appar servic momentan indisponibl occasionne equip appar prion desagr inviton connect ulterieur personnel boucl ceris gateau 3949;1
bonjour  je raconte mon histoire pour aider peut etre des gens qui sont dans mon cas   avec pole emploi de ma localite cela ne se passe pas toujours tres bien  depuis quelques temps a chaque demarche faite j ai affaire avec un groupe de conseiller eres  uni es  malveillants  face aux chomeurs qui ne sont pas des experts dans le domaine  ils ont un comportement inapproprie lors de l accueil et de leur mission en bloquant tout ce qui pourrait facilite a la comprehension dans la demarche afin d aboutir a un resultat satisfaisant pour les deux parties   si le demandeur d emploi est bien renseigne il ne reviendra pas et les employes auront moins de travail   si les donnees sont correctement entrees  dans le logiciel il y aurait  moins de trop percus a traiter ;1;['racont', 'histoir', 'localit', 'demarch', 'affair', 'group', 'ere', 'uni', 'malveil', 'fac', 'expert', 'inappropr', 'bloqu', 'demarch', 'about', 'satisfais', 'part', 'reviendr', 'entre', 'percus'];racont histoir localit demarch affair group ere uni malveil fac expert inappropr bloqu demarch about satisfais part reviendr entre percus;1
fin de contrat de travail  demande d allocation avec justificatifs   la demande de pole emploi est transferee  en l etat  sur 2 administrations    la cpam   la ville de reims les justificatifs  attestation de travail de la ville   attestation pension invalidite de la cpam ont ete rejetees par les services de pole emploi  sans raison   je ne suis que l intermediaire entre des administrations qui n utilisent pas le meme langage  retard pour le calcul et donc le paiement de mon allocation perte d emploi ;1;['contrat', 'alloc', 'justif', 'transfere', 'administr', 'cpam', 'reim', 'justif', 'attest', 'attest', 'pension', 'invalidit', 'cpam', 'rejete', 'servic', 'intermediair', 'administr', 'utilisent', 'langag', 'retard', 'pai', 'alloc'];contrat alloc justif transfere administr cpam reim justif attest attest pension invalidit cpam rejete servic intermediair administr utilisent langag retard pai alloc;1
je suis un chomeur originaire d un drom et vis a paris  par nature je voyage souvent de mon lieu de residence a mon lieu de naissance  allez chez ses parents  or je me retrouve souvent dans l illegalite administrative et dans une constante obligation de justifier mes  absences    justifier la necessite d avoir des rdv dematerialises a des horaires correspondant au 6h de decalage  je ressens une charge mentale negative emanant de mon conseiller qui est sans cesse procedurier ;1;['originair', 'drom', 'paris', 'natur', 'voyag', 'resident', 'naissanc', 'illegalit', 'administr', 'const', 'absenc', 'necessit', 'rdv', 'dematerialis', 'horair', '6h', 'decalag', 'ressen', 'mental', 'eman', 'cess', 'proceduri'];originair drom paris natur voyag resident naissanc illegalit administr const absenc necessit rdv dematerialis horair 6h decalag ressen mental eman cess proceduri;-1
faire son inscription ou reinscription comme demandeur d emploi sur le site   est un sacre marathon et une grande gymnastique cerebrale    en gros   il y a beaucoup de rubriques  des sous rubriques avec de longues listes a lire avant de trouver la ligne qui correspond au choix voulu  je dois quand meme preciser  que je ne suis pas dans une situation particuliere ou autre  je precise   salarie ayant perdu son travail  rupture conventionnelle    rien de special avec deja un dossier pole emploi a reactualiser  j ai perdu beaucoup de temps a naviguer et a me perdre dans les differentes rubriques  avec tout le stress  l enervement que ca engendre et surtout la peur de se tromper     pour a la fin  etre oblige de passer par l assistance telephonique et finaliser mon inscription  avec un conseiller qui a ete au top et que je tiens a remercier;1;['reinscript', 'sacr', 'marathon', 'gymnast', 'cerebral', 'conventionnel', 'special', 'dossi', 'reactualis', 'navigu', 'stress', 'enerv', 'engendr', 'peur', 'tromp', 'top', 'remerci'];reinscript sacr marathon gymnast cerebral conventionnel special dossi reactualis navigu stress enerv engendr peur tromp top remerci;-1
ma conseillere pole emploi ne repondant pas a mes messages  j appelle ce matin le 3949 et navigue sur le serveur pour atteindre quelqu un   apres l attente  bien estimee par le serveur   quelqu un decroche mais ne me parle pas  j entends des bruits de fond mais aucune reponse a mes salutations   au bout de 5 minutes  le serveur reprend la conversation et me souhaite au revoir   un indicateur bien nourri ;1;['3949', 'navigu', 'serveur', 'atteindr', 'estime', 'serveur', 'decroch', 'entend', 'bruit', 'fond', 'repons', 'salut', 'serveur', 'reprend', 'revoir', 'nourr'];3949 navigu serveur atteindr estime serveur decroch entend bruit fond repons salut serveur reprend revoir nourr;-1
radiee en decembre 2021 sous pretextes fallacieux  je venais d arriver dans cette ville  plus aucune demande du pole emploi  plus de controle  j ai une pathologie de polyarthrite rhumatoide  avec 2 traitements lourds qui font baisser mes defenses immunitaires  j ai envoye les certificats pour effectuer les controles par telephone a cause du covid  aujourd hui  le pompom sur la garonne  il me dit    on vous bascule en dispositif sante  donc si dossier accepte je serai dispensee de recherche d emploi   je leur ai demande d arreter de prendre les gens pour des babaches  moi j ai donne les documents medicaux  mais eux ils radient  et 6 mois apres ils convoquent sans masque  pourquoi au lieu de me radier et a la vue du dossier medical  il n y a pas eu cette information    puisque j avais fait toutes les demarches s s  mdph  et retraire  j espere que l audience au tribunal administratif me donnera raison  elles avaient recu 4 e mails avec dans chaque 10 documents soit 40 demandes recherches d emploi  ensuite lorsque j ai pose la question pourquoi ne pas l avoir propose 6 mois en arriere  ben non vous m etiez dans le dispositif rsa  mais si depuis mon autre ville  un petit montant  tout ce cinema pour essayer d avoir raison  c est honteux un tel comportement de mepris et de condescendance envers les demandeurs d emploi  bientot  ils iront chercher les gens dans les ephad  mais continueront a verser des allocations aux familles de racailles et aux fraudeurs  dans ma pathologie il n y a pas que le traitement  il y a aussi les douleurs et la fatigue due a ce que je dois me concentrer  pour bouger  pour ne pas tomber ;1;['radie', 'pretext', 'fallaci', 'patholog', 'polyarthrit', 'rhumatoid', 'lourd', 'baiss', 'defens', 'immunitair', 'certificat', 'covid', 'pompom', 'garon', 'bascul', 'sant', 'dossi', 'dispense', 'babach', 'docu', 'medical', 'radient', 'convoquent', 'masqu', 'radi', 'dossi', 'medical', 'demarch', 'mdph', 'retrair', 'audienc', 'tribunal', 'administr', 'e', 'docu', '40', 'arrier', 'ben', 'eti', 'rsa', 'cinem', 'tel', 'mepr', 'condescend', 'enver', 'bientot', 'iront', 'ephad', 'alloc', 'famill', 'racaill', 'fraudeur', 'patholog', 'douleur', 'fatigu', 'du', 'concentr', 'boug', 'tomb'];radie pretext fallaci patholog polyarthrit rhumatoid lourd baiss defens immunitair certificat covid pompom garon bascul sant dossi dispense babach docu medical radient convoquent masqu radi dossi medical demarch mdph retrair audienc tribunal administr e docu 40 arrier ben eti rsa cinem tel mepr condescend enver bientot iront ephad alloc famill racaill fraudeur patholog douleur fatigu du concentr boug tomb;-1
radiee en decembre 2021 sous pretextes fallacieux  je venais d arriver da s cette ville  plus aucune demande du pole emploi  plus de controle  j ai une pathologie de polyarthrite rhumatoide  avec 2 traitements lourds qui font baisser mes defenses immunitaires  j ai envoye les certificats pour effectuer les controles par telephone a cause du covid  aujourd hui  le pompom sur la garonne  il me dit on vous bascule en dispositif sante donc si dossier accepte je serai dispensee de recherche d emploi     je leur ai demande d arreter de prendre les gens pour des babaches  moi j ai donne les documents medicaux  mais eux non elles radie et 6 mois apres ils convoquent sans masque  pourquoi au lieu de me radier et a la vue du dossier medical  il n  y a pas eu cette information    puisque j avais fait toutes les demarches s s  mdph  et retraire  j espere que l audience au tribunal administratif me donnera raison  elles avaient recu 4 e mails avec dans chaque 10 documents soit 40 demandes recherches d emploi  ensuite lorsque j ai pose la question pourquoi ne pas l avoir propose 6 mois en arriere  ben non vous m etiez dans le dispositif rsa  mais si depuis mon autre ville  un petit montant  tout ce cinema pour essayer d avoir raison  c est honteux un tel comportement de mepris et de condescendance envers les demandeurs d emploi  bientot  ils iront chercher les gens dans les ephad  mais continueront a verser des allocations aux familles de racailles et aux fraudeurs  dans ma pathologie il n y a pas que le traitement  il y a aussi les douleurs et la fatigue due a ce que je dois me concentrer  pour bouger  pour ne pas tomber ;1;['radie', 'pretext', 'fallaci', 'da', 'patholog', 'polyarthrit', 'rhumatoid', 'lourd', 'baiss', 'defens', 'immunitair', 'certificat', 'covid', 'pompom', 'garon', 'bascul', 'sant', 'dossi', 'dispense', 'babach', 'docu', 'medical', 'convoquent', 'masqu', 'radi', 'dossi', 'medical', 'demarch', 'mdph', 'retrair', 'audienc', 'tribunal', 'administr', 'e', 'docu', '40', 'arrier', 'ben', 'eti', 'rsa', 'cinem', 'tel', 'mepr', 'condescend', 'enver', 'bientot', 'iront', 'ephad', 'alloc', 'famill', 'racaill', 'fraudeur', 'patholog', 'douleur', 'fatigu', 'du', 'concentr', 'boug', 'tomb'];radie pretext fallaci da patholog polyarthrit rhumatoid lourd baiss defens immunitair certificat covid pompom garon bascul sant dossi dispense babach docu medical convoquent masqu radi dossi medical demarch mdph retrair audienc tribunal administr e docu 40 arrier ben eti rsa cinem tel mepr condescend enver bientot iront ephad alloc famill racaill fraudeur patholog douleur fatigu du concentr boug tomb;-1
depuis novembre  2017 j essaie de comprendre pourquoi pole emploi  qui avait preuve de mon age de retraite taux plein  ma carriere en europe et mes contributions a l assurance retraite au quebec  en france et dans la communaute  ne voulait pas payer le maintien des allocations jusqu a l age de retraite taux plein   pole emploi insiste toujours que les decisions finales sont toujours les leurs   la cnav insiste que seul pole emploi peut prendre les decisions sur les allocations   la cnav a transmis 4 conventions cnav a pole emploi  chacune avec un nombre de trimestres de contribution different   donc  j ai fait une assignation contre pole emploi   le tribunal m a donne raison  que j etais qualifie pour le maintien mais j aurais du faire la demande aupres de la cnav   c est un tra la la organise entre pole emploi et la cnav dans l espoir d economiser de l argent pour l etat   les lois applicables etaient passes en novembre  2017 et les juges ont cite une loi d avril  2014   mon avocat est stupefie  je dois faire un appel qui prendra encore 2 ans   l etat est un vrai mauvais partenaire    maintenant  j ai fait la teledeclaration et l administration va imposer un prelevement sur mes revenus de pension domestique et etrangere pour payer les revenus de bic bnc que je n aurais pas   j ai ecris ma situation et les instructions que j ai recu n existe pas   tra la la ;1;['2017', 'retrait', 'taux', 'europ', 'contribu', 'assur', 'retrait', 'quebec', 'communaut', 'pai', 'maintien', 'alloc', 'retrait', 'taux', 'insist', 'decis', 'cnav', 'insist', 'decis', 'alloc', 'cnav', 'convent', 'cnav', 'contribu', 'assign', 'tribunal', 'qualif', 'maintien', 'cnav', 'tra', 'cnav', 'espoir', 'economis', 'argent', 'lois', 'applic', '2017', 'jug', 'cit', '2014', 'avocat', 'stupef', 'prendr', 'mauv', 'partenair', 'teledeclar', 'administr', 'impos', 'prelev', 'revenus', 'pension', 'domest', 'etranger', 'pai', 'revenus', 'bic', 'bnc', 'ecris', 'instruct', 'tra'];2017 retrait taux europ contribu assur retrait quebec communaut pai maintien alloc retrait taux insist decis cnav insist decis alloc cnav convent cnav contribu assign tribunal qualif maintien cnav tra cnav espoir economis argent lois applic 2017 jug cit 2014 avocat stupef prendr mauv partenair teledeclar administr impos prelev revenus pension domest etranger pai revenus bic bnc ecris instruct tra;1
a plusieurs reprises mes contacts avec l agence de pole emploi asnieres sont marques par un contact tres froid et meprisant de la part des conseillers telephoniques du service indemnisation  ils font clairement part d une attitude de suspicion envers les candidats  chaque mot et parole sont remises en doute  de plus les informations transmises de leur part sont toujours lacunaires ou manquantes  mon dossier a ete transmis en janvier 2022 et c est seulement en juin 2022 que j apprends que des elements sont manquants  c est une experience desolante et meprisante  qu il convient de corriger ;1;['contact', 'agenc', 'asnier', 'marqu', 'contact', 'froid', 'mepris', 'servic', 'indemnis', 'attitud', 'suspicion', 'enver', 'parol', 'remis', 'lacunair', 'dossi', 'juin', 'apprend', 'element', 'desol', 'mepris', 'convient'];contact agenc asnier marqu contact froid mepris servic indemnis attitud suspicion enver parol remis lacunair dossi juin apprend element desol mepris convient;-1
impossible de s inscrire a pole emploi qui demande une copie de la dads  doc qui n existe plus depuis plusieurs annees  et qui rejette tout document s en rapprochant    impossible de joindre quelqu un qui sache de quoi il s agit    deja 1 mois que je m echine a essayer de m inscrire   ;1;['dad', 'docu', 'rapproch', 'sach', 'agit', 'echin'];dad docu rapproch sach agit echin;1
inscription agence pole emploi de cenon  accueil et conseils parfaitement adaptes ainsi que le suivi de dossier  beaucoup de disponibilite et de bienveillance ;1;['agenc', 'cenon', 'dossi', 'disponibilit'];agenc cenon dossi disponibilit;-1
je viens d appeler 3949 pour obtenir une information  attente prevue de 3 minutes  de nombreux autres services administratifs ne communiquent pas ce genre d information donc c est un bon point pour pole emploi   autre bon point  l attente ne fut que d une minute  mais le ton n etait clairement pas bienveillant  pire  j ai eu l audace  semble t il  de demander l agence physique la plus proche de mon domicile et a ce moment la personne de pole emploi qui represente pole emploi et qui repond a un public en difficulte  vulnerable me dit qu il ne m aidera pas et que c est a moi de rechercher sur  google  je ne savais pas que google etait un partenaire privilegie de pole emploi  si je demande c est qu au prealable j ai regarde sur google mais je n ai pas trouve ce que je cherchais car des informations peu fiables  j esperais donc que le standardiste m indique de bonnes informations lui meme representant pole emploi et ayant l habitude de renseigner les personnes  je precise que cela fait 30 ans que je n ai plus utilise les services de pole emploi qui a l epoque s appelait encore anpe et assedic ;1;['3949', 'prevu', 'servic', 'administr', 'communiquent', 'audac', 'agenc', 'person', 'represent', 'vulner', 'googl', 'sav', 'googl', 'partenair', 'privileg', 'prealabl', 'regard', 'googl', 'cherch', 'fiabl', 'standard', 'represent', 'habitud', 'person', 'servic', 'epoqu', 'anpe', 'assedic'];3949 prevu servic administr communiquent audac agenc person represent vulner googl sav googl partenair privileg prealabl regard googl cherch fiabl standard represent habitud person servic epoqu anpe assedic;1
ayant contacter ma conseillere sur le sujet des attestations employeur  elle m a repondu une 1ere fois que celles ci n etaient pas necessaire du faite que l employeur transmettait cette attestation et la fiche de paie  par voie dematerialisee  une seconde fois  elle m informe que cette attestation est obligatoire  donc il faut bien que de mon cote je la transmette tous les mois avec ma fiche de paie  de plus  quand je lui pose des questions  souvent dans sa reponse je ne retrouve qu une partie des reponses qui fait  que je suis oblige de reiterer mes questions qui sont restees sans reponses  j ai eu egalement la desagreable surprise d apprendre qu il manquait des justificatifs a mon dossier qu il m a fallut faire 130 photocopies et  quand j ai fourni ces 130 photocopies  on m a dit que c etait pas la peine de fournir ces documents du faite qu ils etaient deja dans mon dossier ;1;['contact', 'attest', 'employeur', '1er', 'cel', 'employeur', 'transmet', 'attest', 'pai', 'dematerialise', 'second', 'attest', 'transmet', 'pai', 'repons', 'repons', 'reiter', 'reste', 'repons', 'apprendr', 'justif', 'dossi', 'fallut', '130', 'photocop', '130', 'photocop', 'docu', 'dossi'];contact attest employeur 1er cel employeur transmet attest pai dematerialise second attest transmet pai repons repons reiter reste repons apprendr justif dossi fallut 130 photocop 130 photocop docu dossi;2
