"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI TORCY-PE";"Travaillent avec l’hôpital de jossigny et en réseaux";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TORCY-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TORCY-PE";"Jeune femme à l’accueil est au téléphone et raconte sa vie privé qui est entendu par l’ensemble des usagers et refuse d’aider les personnes qui ne savent pas utiliser un ordinateur. Du grand n’importe quoi";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TORCY-PE";"Personne à l’accueil";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TORCY-PE";"Première fois que j'expérimente le fait de me faire cracher dessus à travers un téléphone, on arrête pas le progrès.";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI TORCY-PE";"Si je pouvais mettre aucune étoile je le ferais. La personne à l’accueil a été très agréable, cependant le conseiller Mohamed B est très irrespectueux voire même à un comportement discriminatoire. Des paroles très crues et très déplacées venant d’un « conseiller ». Il faut apprendre à garder sa place et se taire. Il prend de haut et se moque de ce que vous souhaitez, son objectif est de vous casser. Quelle honte, pour une administration.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TORCY-PE";"Je rejoins les avis précédents, les « conseillers «  notamment monsieur Mohamed B ne respectent pas les gens ,impossible de les contacter ou d’obtenir un rendez-vous car en effet cette personne ne prend pas la peine d’étudier mes mails en clôturant la conversation systématiquement !…Radiations à tout va et l’accueil au sein de cette agence est déplorable.
Si je retrouve du travail ce ne sera pas grâce à vous car le suivi est NUL";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TORCY-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TORCY-PE";"Catastrophe aucune communication et vos indemnisations ne sont pas versé à temps ( 1 mois et demi d'attente..)";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TORCY-PE";"La conseillère au top !!! elle m'a donnée les meilleurs conseils , j'admire vraiment cette femme !! licenciée depuis peu depuis plus de 20 ans de travail,  j'etais vraiment mal , elle ma redonnée confiance ...";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TORCY-PE";"la conseillère incompétente ne sachant pas ce que c'est une poei et une poec. C'est aberrant de voir ça. De plus les rendez vous ne servent strictement a rien car je n'ai absolument pas besoin de perdre 1 heure juste pour que la conseillère regarde un écran.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TORCY-PE";"Les personnes travaillant dans cet établissement n’ont absolument aucun respect pour les personnes. Je me suis faite envoyée baladée au téléphone. Puis lors de mon premier rdv ont a voulu me dés inscrire ? Pourquoi, je ne saurai jamais. Premier rdv téléphonique pendant la période du confinement, ma conseillère me dit que mon métiers ne sert à rien. Personnel condescendant, qui n’aime pas les gens et encore moins les aider. A mon avis c’est eux qui devrait changer de métier!";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOUL-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TOUL-PE";"Personnes agréables, propre.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOUL-PE";"Documents demandés déposés en main propre et oh refusés ensuite, motif trop éléments ensemble 🤣🤣🤣..... renvoyés un par un par via le site et toujours pas traités,  cela fait 15 jours qu'on me balade et les justificatifs sont donnés.... …";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOUL-PE";"Aucun";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOUL-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOUL-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOUL-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOUL-PE";"Vous radient alors que vous travaillez, vous doivent des mensualités mais devait menacer pour les percevoir ! Agence plus que négative..";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOUL-PE";"Jorie est d'une compétence comme rarement on trouve de nos jours. Disponible, il sait répondre à vos attentes. Bonne continuation l'ami ✊🏻 …";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOUL-PE";"Des bon a rien qui donne des sous en début de moi et a la fin du moi qui les raclement";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Établissement inefficace, depuis que j entreprend des  démarches pour avoir des explications sur une multitude de trop perçu (avec mon avocat) silence radio il ne prenne même plus la peine de me payer,  ni de consulter mes documents et les traiter, juste me demander des montagnes de papier que j'ai envoyé en plusieurs exemplaires, heureusement que je suis autonome  pour le travail pole emploi ne devrait arrêter d'engager des personnes inefficace surtout pour  de ce qui est de l'indemnisation qui est cette comptable incompétent aucun rendez-vous possible toutes les portes me sont bloquée ou alors il faut avoir une chance unique comme au loto un véritable dialogue de sourds même une note négative serait encor trop bien noter";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Vous me devez carrément une étoile parce que la c’est -( une étoile) . Si vous ne cherchez pas du travail et que vous voulez mourrir de faim allez la bas parce que non seulement vos ateliers sont inefficaces pour trouver du travail parce que c’est clairement pas grâce a ça que je trouve du travail de plus pendant les ateliers les intervenants se contente de donner des liens inutiles. de plus radier les gens c’est leur passe temps comme si nous n’avions pas cotisé bref qu’il garde mon chômage il deviendront peut être riche un jour (et de tout cœur je ne vous le souhaite pas ce que je vous souhaite c’est de passer de l’autre côté du guichet) vous verrez ce que ça fait d’être traiter comme nous le sommes .";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"bnj ils savent juste te radiée et quand tu pars de pour réclamer ils vont tu recevoir avec un son froid bizzar, et après ils cherche les excuses pour leur erreurs, il faut pas choisir les gens pour leur donner un poste de travail chacun son tour arrêter avec les zigzags";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"en tous les cas c'est pas là pour trouver du travail";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Aucun";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"1 étoiles car 0 c'est pas possible.
Ce sont des menteurs qui font tout pour ne pas vous donner votre chômage durement gagné en cette période de crise sanitaire.
L'époque de l'ANPE et son bon fonctionnement est très très très loin.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Conseillere au top toujours à l'écoute et conseillère indemnisations pareil. Franchement un super pôle emploi. 😊 Jamais déçue  Je suis venu pour m’assurer de la bonne mise à jour de mon dossier. La conseillère au guichet à vérifié l’intégralité des données me concernant très rapidement. Très professionnelle, réactive et souriante ! Je n’hésiterai pas à solliciter à nouveau si besoin";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOULOUSE HIPPODROME-PE";"Bon accueil général, possibilité d'utiliser les services informatiques";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURNON SUR RHONE-PE";"Aucun";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI TOURNON SUR RHONE-PE";"Accueil très sympa, ma conseillère également, bon après ça reste pôle emploi. Ils sont fort pour trouver des emplois qui ne nous correspondent absolument pas";"4";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI TOURNON SUR RHONE-PE";"A peine inscrite déjà radiée impossible de pointer par internet.est ce possible de recevoir un formulaire papier pour l'actualisation";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOURNON SUR RHONE-PE";"Belle note pour une agence super.
Porteur de projet professionnel, ma conseillère est très impliquée dans la réussite de celui ci . Beaucoup de stages prévu et beaucoup de bienveillance de sa part .
Je ne suis jamais aller sur place car je suis nouveau sur tournon mais l’accompagnement au téléphone est constant qui redonne des forces et le sourire face aux soucis administratifs ou plutôt casse tête qu’il apporte. Merci à elle";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOURNON SUR RHONE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOURNON SUR RHONE-PE";"Tu voulais m'aider, je pleurais, j'avais besoin d'un travail et d'une chambre pour dormir, mon ami est un mauvais alcoolique, j'avais peur, mais pourquoi ne m'as-tu pas emmené moi ou la police pour m'aider au centre de solidarité ? J'étais là avec beaucoup de bagages stressé pendant des heures et personne n'a ouvert la porte ! un homme arabe m'a donné une crêpe, a appelé la police, ils m'ont emmené dans un refuge, mais à l'extérieur, il n'y avait pas de places, peut-être seulement 1 nuit . la police est partie, elle m'a grossièrement dit de partir ! avec 2 valises à pied, faim, soif, j'allais m'évanouir , il faisait froid. les voitures se sont arrêtées, ils ont demandé si j'allais bien, par orgueil j'ai dit ""oui "", j'étais extrêmement épuisé. J'allais mourir ! si tout le monde en France est si cruel et mauvais, c'est dommage !";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Amabilité du personnel à revoir..";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Inadmissible.

Je ne suis plus inscrite à Pôle Emploi et n'ai donc plus accès à mon profil candidat.

Il y a une semaine j'ai fait une demande de documents en leur indiquant mon problème. Les documents ont été envoyé sur mon ancien profil, donc inaccessible !

Quand on est plus candidat on ne peut pas envoyer de mail (après plusieurs tentatives par le même formulaire, par une autre adresse email), ni par téléphone car sans identifiant et mot de passe, on n'a aucune chance d'avoir quelqu'un au téléphone !

Je vais etre obligé de me déplacer à l'agence alors que les horaires d'ouverture sont les mêmes que celles de mon travail.

Donc pour résumer,  je vais devoir prendre sur mon temps de travail pour récupérer une attestation que j'aurais pu avoir par email ou par téléphone si cela avait été possible !

C'est une honte en bientôt 2023 de ne pas avoir un contact facile avec eux sans être candidat.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l’établissement où il travaille , ni même malgré mon identifiant savoir si j’étais inscris à ce stage puisque je suis un peu nul sur ordi";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Il est évident que ceux qui mettent plus d'une etoile sont soit, des employés incompétent, soit des personnes n'ayant jamais eu recours à leurs services !";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Après plusieurs mails aucune réponse c'est incroyable,
en passant par mon compte ou ma boite perso ,rien ne change.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Aucun";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Personnel incompétant ! 4 jours pour avoir une réponse, après plusieurs appels téléphoniques de ma part... Tout ça pour ce faire ENGUEULER car on insiste pour avoir une réponse qui demande 2 min de communication.
La cerise sur le gateau, les documents qui m'avait demandé n'était pas tous ce qu'il fallait...Du coup je dois renvoyé tous les documents déjà envoyés + les nouveaux documents réclamés!
Cela va me faire perdre au moins 10 jours de traitement de ma demande à cause d'un personnel incapable de faire sont travail!
Accueil téléphonique déplorable,  ils nous prennent de haut et on sent à l'intonation de la voix que clairement, ils s'en foutent royalement!
Mon dieu, administration française est un calvaire, mais la palme reviens a Pole emploi!

Bien cordialement";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Mon mari est demandeur d'emploi, a quand-même un mi temps. Il a tout les mois des problèmes pour avoir son allocation. Aujourd'hui l agence est fermée alors que le site dit que c'est ouvert. On est le 10 juin et toujours rien pour ses allocations. Donc gros problème pour payer le loyer. Personne n est joignable. Obligé de voir avec la banque. Le respect des demandeurs d'emploi est constamment bafoué sous prétexte qu ils n ont que des devoirs.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TOURS RONSARD-PE";"Bonne accueil et très biens accompagnés";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Aucun";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Bien des gens sympa";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Boon";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TOURS RONSARD-PE";"Aucun";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Amabilité du personnel à revoir..";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Inadmissible.

Je ne suis plus inscrite à Pôle Emploi et n'ai donc plus accès à mon profil candidat.

Il y a une semaine j'ai fait une demande de documents en leur indiquant mon problème. Les documents ont été envoyé sur mon ancien profil, donc inaccessible !

Quand on est plus candidat on ne peut pas envoyer de mail (après plusieurs tentatives par le même formulaire, par une autre adresse email), ni par téléphone car sans identifiant et mot de passe, on n'a aucune chance d'avoir quelqu'un au téléphone !

Je vais etre obligé de me déplacer à l'agence alors que les horaires d'ouverture sont les mêmes que celles de mon travail.

Donc pour résumer,  je vais devoir prendre sur mon temps de travail pour récupérer une attestation que j'aurais pu avoir par email ou par téléphone si cela avait été possible !

C'est une honte en bientôt 2023 de ne pas avoir un contact facile avec eux sans être candidat.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l’établissement où il travaille , ni même malgré mon identifiant savoir si j’étais inscris à ce stage puisque je suis un peu nul sur ordi";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Il est évident que ceux qui mettent plus d'une etoile sont soit, des employés incompétent, soit des personnes n'ayant jamais eu recours à leurs services !";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Après plusieurs mails aucune réponse c'est incroyable,
en passant par mon compte ou ma boite perso ,rien ne change.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Aucun";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Personnel incompétant ! 4 jours pour avoir une réponse, après plusieurs appels téléphoniques de ma part... Tout ça pour ce faire ENGUEULER car on insiste pour avoir une réponse qui demande 2 min de communication.
La cerise sur le gateau, les documents qui m'avait demandé n'était pas tous ce qu'il fallait...Du coup je dois renvoyé tous les documents déjà envoyés + les nouveaux documents réclamés!
Cela va me faire perdre au moins 10 jours de traitement de ma demande à cause d'un personnel incapable de faire sont travail!
Accueil téléphonique déplorable,  ils nous prennent de haut et on sent à l'intonation de la voix que clairement, ils s'en foutent royalement!
Mon dieu, administration française est un calvaire, mais la palme reviens a Pole emploi!

Bien cordialement";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Mon mari est demandeur d'emploi, a quand-même un mi temps. Il a tout les mois des problèmes pour avoir son allocation. Aujourd'hui l agence est fermée alors que le site dit que c'est ouvert. On est le 10 juin et toujours rien pour ses allocations. Donc gros problème pour payer le loyer. Personne n est joignable. Obligé de voir avec la banque. Le respect des demandeurs d'emploi est constamment bafoué sous prétexte qu ils n ont que des devoirs.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Bonne accueil et très biens accompagnés";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Aucun";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Bien des gens sympa";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Boon";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAITEMENTS CENTRALISES AIN SAVOIE-PE";"Aucun";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAPPES-PE";"C'est clairement la nana qui répond qui devrait consulter les offres d'emploi. Incompétente, mal polie, elle ne sait pas  renseigner, elle est blasée. Raccrocher au nez au lieu d'avoir la franchise de dire qu'elle est gourde.";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI TRAPPES-PE";"Aucun";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI TRAPPES-PE";"Madame Corinna  Sinnhuber  a brillé par son incompétence dans la gestion de mon dossier. Elle a été incapable de  m' informer  de l' envoi d' un courrier  de la part d'un opérateur privé de  placement pour un accompagnement  personnel avec cet opérateur  .De plus , elle a oublié l'ensemble des documents  demandés  pour une aide de l'Agefigh .
Surtout , elle m' a refusé  un entretien  physique  pour une aide financière de  l' Agefigh pour un bilan de compétences.
Enfin, elle m' a orienté vers Activ projet.Comme elle touche une prime variable sur résultats en fonction  du nombre de bénéficiaire  envoyés  vers les opérateurs privés de placement, elle a pensé à sa prime qu' à remplir une mission de service public, elle est malhonnête. L'agence est composé de loosers .A fuir !";"1";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI TRAPPES-PE";"C’est simple, soit vous tombez sur une personne très agréable et compétente qui sait faire son métier, soit vous tombez sur une personne médiocre, très désagréable et qui ne vous sert à rien inutile à vôtre progression, ils sont fondée ce pôle emploi sur le même principe que le casino.";"2";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI TRAPPES-PE";"Le personnel de Pôle Emploi Trappes est très accueillant et serviable.
Ma conseillère était à l'heure pour mon rdv. Mon entretien avec elle était agréable et elle a répondu à toutes mes questions.";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI TRAPPES-PE";"Nul ! Monsieur à l'accueil très désagréable et sans aucune bienveillance et empathie. Le bus n'étant pas passé j'y suis arrivée avec 20 minutes de retard mais il ne m'a pas permis d'entrer. Ils ne servent à rien. Le pire des pôles emploi en France.";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI TRAPPES-PE";"Aucun";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI TRAPPES-PE";"Je suis inscrite au pôle emplois depuis avril .Je n’ai pas pu voir de conseiller . Il y a eu un rdv fictif ou je n’ai même pas été prévenu . J’ai reçu juste une compte rendus .Impossible  de joindre un conseiller ou d’avoir un rendez vous sur place .  Ils sont juste là pour faire du vent . J’ai remarqué sur le site qu’il ont les meme horaires que les impôts ils travaillent que le matin.";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TRAPPES-PE";"Aucun";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TRAPPES-PE";"Pour commencer, ne veut pas me donner de chômage, sans aucune raison alors que j'y avais le droit. Ensuite une conseillère avec quelqu'un d'autre ,je sais même pas ce qu'il faisait là (à part commenter ma situation), me disait que passer le permis et soulager ma scoliose ne sont pas des raisons valables pour ne pas travailler pendant 2 mois . Chacun fait ce qu'il veut .  Eux sont assis dans des fauteuils et se contentent clairement de recopier votre CV . Pas besoin de moi pour ça en fait Je me suis déplacée pour réciter mon CV et me faire enfoncer. Dernièrement dire que mon CV pourrait être mieux fait  alors qu'il a été vu par une personne dans ma famille ayant 30 ans d'expérience dans le secrétariat et les ressources humaines. Ils vous critiquent mais ne saurait même pas faire le même CV . A fuire . 🤬";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAPPES-PE";"Si vous souhaitez vous en sortir et trouver du travail, l’équipe de ce pôle emploi ne vous lâchera pas. Ils mettront tout en œuvre pour vous accompagner et vous aider au mieux. Le personnel avec qui j’ai été en contact est incroyable, et encore le mot est faible. Leurs conseils précieux, leurs suivit parfait. N’hésitez pas à leurs confier votre potentiel ils sauront quoi en faire. Merci pour tout.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAPPES-PE";"NIMORTE QUEL CONSEILLER NE REPOND A NOS MAILS!  Vous êtes bien placé pour nois faire changer de conseiller 5 fois/an, mais aucun ne répond sauf quand on va un peu plus haut!!";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAPPES-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAPPES-PE";"Nul, ne veut pas me donner de chomage sans aucune raison alors que j'y avais le droit.🤬 …";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TRAPPES-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAPPES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TRAPPES-PE";"Merci d'indiquer sur votre site et vos locaux que vous faites le pont du 14 juillet.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Les rendez-vous sont inutiles. Et la plupart du personnel est incompétent.";"1";"il y a une semaine";"il y a 1 mois";"2023"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Le service de ma conseillère Mme Auffret est très appréciable. On peut communiquer avec nos conseillers par mail sans se déplacer et en actualisant tout sur l'application Pôle Emploi c'est hyper pratique.

Application qui déconne de temps en temps ce qui vaut pas les 5 étoiles mais je recommande de l'utiliser.";"4";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Meilleur entreprise pour gagner vla l'argent";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Conseillère pas à l’écoute, ne sait pas garder son sang froid, n’a fait que de me hurler dessus, aucune notion du respect de l’autre, sa seule intention était de clore mon dossier sans le traiter. Mal informée, sur son métier, sûrement par fénéantise. Dès que l’on sort des process habituel, aucun effort n’est fourni, manque d’humanité et de travail.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Il n'y a pas mieux.";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Très bien.....! Accueil chaleureux....Écoute...explications..Merci..Bonne Fête.....";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun suivi, les conseillers ne répondent pas aux mails, informations erronées,  ect...";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Première inscription à pôle emploi dans le cadre d'une reconversion. Très bon accueil, efficacité et gentillesse des conseillers comme des services civiques.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Bonjour, si un jour on vous demande d'aller dans ce Pole Emploi je vous conseille de fuir le plus loin possible, fuyez loin très loin.

Je me suis retrouvé avec un trop perçu qui a fini chez les huissiers, car j'ai changé de logement et jamais reçu les lettres. Alors que ce trop perçu était de la faute de pôle emploi, car une personne dans ce service est incapable de bien faire son travail, et d'appeler les gens !!

Et bien sûr impossible de joindre ma conseillère suite à ca.

Une honte";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Conseillé  vraiment top Mr Galibert à l'écoute,attentif trés réactif, investi et disponible,  il répond à toutes tes attentes....bréf  un bon conseillé ,un bon suivi et un bon accompagnement. Je le cite car pour moi ces genres de personnes  méritent  félicitations et encouragements.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Accueil parfait, conseillère à l'heure et super pro. Comme quoi les rumeurs sont tenaces. Mais j'ai peut être eu de la chance. Je veux croire que non !!";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Ne garantie pas un emploi.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Ça ne mérite même pas une étoile. Et pourtant d'habitude j'ai les étoiles faciles.

Trois mois que les documents sont refusés. Alors on recommence... puis on nous change de conseiller... puis on refuse encore les documents... puis on nous répond des phrases bateau sans nous donner de solution... puis on nous dit ""ok vous nous fournissez ça et ça et après c'est bon""... mais en fait il manque encore un document... TROIS MOIS. Je ne compte plus le nombre de conseillers qui ont dit ""bah raccrochez et rappelez le 3949, un autre conseiller saura peut-être vous répondre"" ... puis au bout du 5ème ""ah le service est fermé, rappelez demain"" ... Que va t'on manger ce mois ci ? Comment payer le loyer ? C'est fatiguant, révoltant. Pourquoi des gens si peu compétents sont embauchés alors que des personnes qualifiées se retrouvent au chômage ? N'oubliez pas chers conseillers que nous ne sommes pas des numéros de dossiers mais bel et bien des être humains ayant des besoins (manger, dormir au chaud...).";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MONTPELLIER CASTELNAU-PE";"21 juillet : ils n'ont pas accès à mon dossier qui a soi-disant été transféré à Pôle Emploi de Maisons-Alfort : l'agence de Maisons-Alfort dit la même chose, ça fait 15 ans que je cotise et mes cotisations sont prélevées tout de suite et pas 1 mois et demi après !

Vous savez que le téléphone existe depuis plus de 50 ans ?";"1";"il y a 2 ans";"il y a 2 ans";"2021"
