Description;e-mail;Description_2;Description_3;clusters
je suis demandeur d emploi de la ville de capesterre belle eau depuis le 14 fevrier 2018  j ai ete convoque par une entreprise pour un entretien d embauche 11 jours avant la date du rendez vous  j ai effectue une demande de mobilite a partir de mon espace de demandeur d emploi 11 jours avant ma date de rendez vous  les employes du pole emploi au numero de telephone 3639 m ont affirme que les demandes de mobilites sont traitees en 72h  ma demande de mobilite pour un entretien d embauche n a pas ete traitee  j ai ete penalise par le manque de professionnalisme du pole emploi de la ville de capesterre belle eau  un agent du pole emploi m a recu au pole emploi le jour de mon entretien d embauche  ces explications concernant la deterioration de ma demande de mobilite n etaient pas coherentes ;1;['capesterr', 'eau', '14', '2018', 'convoqu', '11', '11', '3639', 'affirm', 'traite', '72h', 'traite', 'penalis', 'professionnal', 'capesterr', 'eau', 'agent', 'deterior', 'coherent'];capesterr eau 14 2018 convoqu 11 11 3639 affirm traite 72h traite penalis professionnal capesterr eau agent deterior coherent;2
bonjour  le service pole emploi se degrade fortement  je me retrouve continuellement impactees  je respecte toute les conditions et honore chacune de mes obligations  par le manque de professionnalisme de certains par telephone  mepris  informations trompeuses  l info est errone d une personne a une autre  on me raccroche au nez    aucune empathie  quel dommage  3 mois sans remuneration  cela entraine de grosses difficultes ;1;['servic', 'degrad', 'continuel', 'impacte', 'respect', 'condit', 'honor', 'professionnal', 'mepr', 'trompeux', 'info', 'erron', 'person', 'raccroch', 'nez', 'empath', 'remuner', 'entrain', 'gross'];servic degrad continuel impacte respect condit honor professionnal mepr trompeux info erron person raccroch nez empath remuner entrain gross;-1
je suis penalisee par pole emploi   une societe souhaitait me rencontrer pour mettre en place un projet professionnel  les employes du pole emploi ne traitent pas mes demandes de pmsmp et de mobilite  ils ne repondent pas a mes courriels  appels et reclamation ;1;['penalise', 'traitent', 'pmsmp', 'repondent', 'courriel', 'appel', 'reclam'];penalise traitent pmsmp repondent courriel appel reclam;-1
apres avoir fourni mes  attestatons employeurs  pour le calcul de mes droits a une indemnisation a pole emploi   mon dossier est bloque suite a une mauvaise manipulation creant un dysfonctionnement technique   sans revenus depuis 2 mois j attends avec pour seul interlocuteur une plateforme qui fait passer le message a mon conseiller  qui lui n a pas la main sur mon dossier qui fait passer passer le message a un technicien etc  ;1;['attestaton', 'employeur', 'indemnis', 'dossi', 'manipul', 'revenus', 'attend', 'interlocuteur', 'plateform', 'main', 'dossi', 'technicien'];attestaton employeur indemnis dossi manipul revenus attend interlocuteur plateform main dossi technicien;0
je suis demandeur d emploi de l ile de la guadeloupe  j ai ete convoque par une entreprise pour un entretien d embauche en metropole  l employeur demande en plus de pouvoir voir mes capacites a ce poste  j ai donc fait une demande d aide a la mobilite destinee au demandeur d emploi a partir de mon espace utilisateur pole emploi  j ai constate que la date fixe par l entreprise se rapprochait  je suis allee a l agence pole emploi directement pour demander des informations sur le suivi de ma demande de mobilite  les employes du pole emploi se sont exclamee que les demandes de mobilite sont appliquees uniquement sur l ile de la guadeloupe  ces employes ont affirme que le dispositif aide a la mobilite n est pas destine au deplacement en metropole  cet employe n a pas su me montrer les textes du pole emploi qui lui permettent de dire que l aide a la mobilite est refuse pour la metropole  a cause du pole emploi  je n ai pas pu etre a mon entretien d embauche comme l avait demande l entreprise ;1;['ile', 'guadeloup', 'convoqu', 'metropol', 'employeur', 'capacit', 'destine', 'fix', 'rapproch', 'agenc', 'exclame', 'applique', 'ile', 'guadeloup', 'affirm', 'destin', 'metropol', 'montr', 'permettent', 'metropol'];ile guadeloup convoqu metropol employeur capacit destine fix rapproch agenc exclame applique ile guadeloup affirm destin metropol montr permettent metropol;0
une entreprise m a propose d effectuer une pmsmp dans ces locaux  ma conseillere pole emploi a valide une pmsmp avec des horaires de travail identiques a ceux des employes  la convention precise pourtant que les horaires d une pmsmp ne doivent pas etre identique aux employes ;1;['pmsmp', 'pmsmp', 'horair', 'ident', 'convent', 'horair', 'pmsmp', 'ident'];pmsmp pmsmp horair ident convent horair pmsmp ident;2
pole emploi fait barrage a mes candidatures  comme celle a laquelle j ai repondu aujourd hui et qui a ete aussitot refusee pour un motif non recevable   j ai aussitot cherche a joindre quelqu un a l agence de caen  notamment mon  conseiller  qui est injoignable     et  inutile  ou bien quelqu un a qui je pourrais exposer la situation  eh bien c est mission impossible  pole emploi est un fantome     en consequence  je constate que pole emploi ne veut pas me donner une chance de travailler et prefere que je reste chez moi   que dire  ;1;['barrag', 'aussitot', 'recev', 'aussitot', 'agenc', 'caen', 'injoign', 'expos', 'eh', 'fantom', 'prefer'];barrag aussitot recev aussitot agenc caen injoign expos eh fantom prefer;2
les conseillers sont censes attendre votre fiche de paie pour vous faire votre paiement  dans le pole emploi de st gratien  non seulement ils ne regardent pas si vous avez travaille mais en plus ils n attendent pas la fiche de paie  ils vous font ensuite un paiement  6 mois plus tard  on vous demande de rembourser alors que c est de leurs fautes car ils sont incapables de faire leurs boulots correctement  les conseillees indemnisations ne savent meme pas qu alors d une contestation il faut leur envoyer par mail ou par courrier  comme ecrit dans a fiche de contestation   ils nous disent de la scanner mais si vous ne scannez pas vos documents dans les bonnes rubriques  les documents ne sont pas traites et il n y a pas de cases  trop percu  ma conseillere qui m explique pas aux gens qu elle suit qu ils est en accompagnement jeune    leur donnent des rendez vous justes pour parler vie personnelle   je lui expliquais que malgre mes diplomes  je ne pouvais plus travailler en patisserie a cause des horaires  elle insistait alors pour que je postule dans une patisserie sur st gratien en disant que je pouvais pas commencer avant 8h30    en tant que patissiere  alors que je cherche pas ce poste la  jai quand meme recu un appelle de cette patisserie me disant qu il avait recu mon cv  cv que je mets jamais envoye surtout que j avais trouve autre chose  j envoie un mail pour dire a ma conseillere pour lui dire que j ai trouve un poste de service civique  je lui donne les dates etc  elle me donne alors un rendez vous pendant mes heures de travail  personne ne vous explique ce qu est votre identifiant et encore moins a quoi il sert  c est une suite de 7 chiffres  et 1 lettre  le meme principe que le numero de secu et le numero allocataire pour la caf  on vous envoie balader quand vous dites que vous ne le connaissez pas et que par consequent a l accueil on ne peut pas vous aider  c est completement faux  on peut vous retrouver avec num de tel  secu  adresse mail  titre de sejour etc;1;['pai', 'pai', 'st', 'gratien', 'regardent', 'attendent', 'pai', 'pai', 'rembours', 'boulot', 'conseille', 'indemnis', 'savent', 'contest', 'courri', 'contest', 'disent', 'docu', 'docu', 'cas', 'suit', 'jeun', 'donnent', 'just', 'personnel', 'patisser', 'horair', 'insist', 'patisser', 'st', 'gratien', '8h30', 'patissier', 'appel', 'patisser', 'servic', 'civiqu', 'person', 'identifi', 'princip', 'secu', 'allocatair', 'caf', 'balad', 'num', 'tel', 'secu', 'sejour'];pai pai st gratien regardent attendent pai pai rembours boulot conseille indemnis savent contest courri contest disent docu docu cas suit jeun donnent just personnel patisser horair insist patisser st gratien 8h30 patissier appel patisser servic civiqu person identifi princip secu allocatair caf balad num tel secu sejour;2
bonjour  a chaque fois que je recois une proposition d emploi de pole emploi marmande 47  j ai tout d abord un premier message m informant d une offre sans enseigne dans mes propositions d emploi  avec une modalite pour candidater   je suis oblige de dire que je suis interesse meme si j ai postule a la meme offre en direct ou via un cabinet ou autre site d emploi  sinon on considere que je refuse la candidature et on me fera ensuite des menaces que si je ne reponds pas aux annonces on mettra en pause mon rsa ou le retirera  des que je valide que je suis interesse  le lendemain je recois un courrier avec la meme offre en me donnant la le nom de l enseigne mais dans ma messagerie de mon conseiller pole emploi et avec une modalite de candidature differente de la premiere  et le meme jour aussi  je recois un troisieme courrier qui est a peu pres le meme document que le deuxieme mais avec une reference  acmu  acmt  differente et signe d un autre conseiller pole emploi et avec une troisieme demarche differente des deux autres pour candidater  ne trouvez vous pas cela totalement fou  brouillon et totalement incoherent pour le candidat qui est cense avoir une modalite unique pour repondre a une annonce  cela complique tout    diverses et variees procedures pour postuler en plus en pouvant ajouter quelques fois son profil pole emploi et d autres fois impossible de l ajouter  des interlocuteurs indiques  conseillers pole emploi  inconnus  et j avais aussi deja signale que c etait totalement fou aussi au 21e siecle de ne pas pouvoir envoyer une piece jointe pour la lettre de motivation ou l on est limite a 2000 caracteres  je fais des lettres de motivation de 2 pages  car parcours particulier  et les recruteurs lisent ma lettre a chaque fois puisque j ai des contacts telephoniques  visio ou entretien visio ou physique   c est perdre du temps et ne pas aider les demandeurs d emploi en les embrouillants dans de la paperasse et procedures  cordialement;1;['marmand', '47', 'abord', 'offre', 'enseign', 'modalit', 'offre', 'cabinet', 'mettr', 'paus', 'rsa', 'retir', 'lendemain', 'courri', 'offre', 'enseign', 'messager', 'modalit', 'troisiem', 'courri', 'docu', 'acmu', 'acmt', 'troisiem', 'demarch', 'fou', 'brouillon', 'incoherent', 'modalit', 'uniqu', 'divers', 'varie', 'procedur', 'ajout', 'profil', 'ajout', 'interlocuteur', 'inconnus', 'fou', '21e', 'siecl', 'joint', '2000', 'caracter', 'recruteur', 'lisent', 'contact', 'visio', 'visio', 'embrouill', 'paper', 'procedur'];marmand 47 abord offre enseign modalit offre cabinet mettr paus rsa retir lendemain courri offre enseign messager modalit troisiem courri docu acmu acmt troisiem demarch fou brouillon incoherent modalit uniqu divers varie procedur ajout profil ajout interlocuteur inconnus fou 21e siecl joint 2000 caracter recruteur lisent contact visio visio embrouill paper procedur;2
en fin de droit en fevrier 2020  selon ce que m avait dit ma conseillere de pole emploi  je devais beneficier de quelques mois de prestations supplementaires pour arriver a mon depart a la retraite du 01 juillet 2020  cela n a pas ete valide et je suis reste 5 mois dans allocation et du contracter un pret pour boucler mes mois  je considere que j ai ete lesee suite ce que je considere par un mensonge ou une faute professionnelle  j ai tente de faire un recours sans reponse positive  je redemande donc a nouveau que l on me redonne ce qui m avait ete promis  de plus a la suite de mes fins de droit en fevrier il y a eu le confinement et la poursuite exceptionnelle de quelques mois des droits pour les allocataires en fin de droit au 01 mars sauf que la aussi cela m a ete refuse pour seulement quelques semaines non indemnisees entre les deux dates ;1;['selon', 'supplementair', 'retrait', '01', 'juillet', 'alloc', 'contract', 'pret', 'boucl', 'lese', 'mensong', 'recour', 'repons', 'redemand', 'redon', 'prom', 'confin', 'poursuit', 'exceptionnel', 'allocatair', '01', 'indemnise'];selon supplementair retrait 01 juillet alloc contract pret boucl lese mensong recour repons redemand redon prom confin poursuit exceptionnel allocatair 01 indemnise;-1
lorsque l on demande une formation  les agents de pole emploi nous mettent une barriere sur les formations que l on desire faire ;1;['format', 'agent', 'mettent', 'barrier', 'format', 'desir'];format agent mettent barrier format desir;1
je rencontrais des problemes avec mon dossier pole emploi  ce qui a bloque mon indemnisation pendant plusieurs mois alors que j avais le droit de la percevoir  ma conseillere m a raconte beaucoup de choses pour justifier le rejet de mon dossier  tout son argumentaire s est revele etre totalement faux   elle m a egalement fait constituer des dossiers qui n ont abouti a rien  dans quel but  je n en ai aucune idee   la majorite de nos echanges se sont faits par telephone  heureusement j ai fini par tomber sur quelqu un qui a pris au serieux ma demande et a regle le probleme en quelques heure  ma conseillere m a laisse des mois dans cette situation  heureusement que je ne vis pas seule car sinon je ne pouvais plus me nourrir ni me loger  etant enceinte  cela aurait pu avoir de tres graves repercussions   ;1;['dossi', 'indemnis', 'percevoir', 'racont', 'dossi', 'argumentair', 'revel', 'constitu', 'dossi', 'about', 'but', 'ide', 'majorit', 'tomb', 'nourr', 'log', 'enceint', 'grav', 'repercuss'];dossi indemnis percevoir racont dossi argumentair revel constitu dossi about but ide majorit tomb nourr log enceint grav repercuss;-1
inscrite depuis bientot un an je n ai jamais rencontre mon conseiller    je l ai sollicite a deux reprises par mail pour m aider au financement de ma formation qui a ete refusee en mars sans motif valable  il devait me rappeler pour me proposer une formation financable et coherente avec mon parcours mais depuis je n ai aucune nouvelle    lorsque je souhaite prendre un rendez vous il n y a jamais de creneau disponible    j ai besoin de rencontrer mon conseiller physiquement pour faire le point avec lui ;1;['inscrit', 'bientot', 'financ', 'format', 'valabl', 'format', 'financ', 'coherent', 'creneau'];inscrit bientot financ format valabl format financ coherent creneau;1
une offfre d emploi   l obligation d adresser 3 documents  lm  cv et fiche pacte ministeriel  par voie electronique  dont l adresse email est indiquee  syntaxe precise   et trois essais ont ete effectues   le serveur de messagerie me retourne qu il n existe aucun serveur de messagerie destinataire pour cet email  pour finir je me suis senti oblige de postuler en ligne via le site web a l offre concernee  sans pouvoir joindre les deux autres documents pourtant exiges  lettre et fiche pacte    je doute que l on m aide a postuler  et l hotel de police qui est a l origine du projet de recrutement finira peut etre par croire qu il n a trouve personne pour le poste a pourvoir ;1;['offfre', 'docu', 'lm', 'pact', 'ministeriel', 'electron', 'indique', 'syntax', 'essais', 'effectu', 'serveur', 'messager', 'serveur', 'messager', 'destinatair', 'web', 'offre', 'concerne', 'docu', 'pact', 'hotel', 'polic', 'origin', 'person', 'pourvoir'];offfre docu lm pact ministeriel electron indique syntax essais effectu serveur messager serveur messager destinatair web offre concerne docu pact hotel polic origin person pourvoir;-1
bonjour  j ai malheureusement eu l experience d avoir a faire a pole emploi   un mot les concernant  honteux  je bosses depuis 25 ans  l entreprise dans laquelle je travaillais a mis la cles sous la porte il y a presque 3 mois en arriere  mes indemnites qui me sont payes ne sont pas juste  il manque 500 euros    apparemment des documents que j avais fourni se sont perdus  donc j ai renvoye  par mail bien sur car les courriers postaux sont beaucoup beaucoup moins bien traite  je rappel quand meme que je n ai pas d ordinateur et que c est une amie qui fait les demarches pour moi sur son temps libre car elle travaille   j ai ete oblige de rappeler car pas de nouvelle  on me dit qu ils n ont pas recu les documents  qu il faut passer par mon espace pour les envoyer  ce que je fais  toujours par le biais de mon amie  d ailleurs grosse galere car oblige d envoyer les docs 2 par 2 et j en ai une trentaine a envoyer  pour la plus part des docs le site m indique qu ils sont pas pris en compte car mauvais intitule  donc je rappelle pole emploi   quand j explique ma situation que je n ai pas d ordinateur   la personne ne repond que je ne fais pas d efforts et me menace de  raccrocher quand elle entend mon amie derriere moi dire qu il faudrait revoir la facon de faire les choses  sur un ton tres calme   donc bien sur je suis reste calme au telephone car pas envie de devoir rester encore 15 min au telephone avant d avoir quelqu un    en clair 25 ans en activite  3 mois de chomage  j ai retrouve du travail  avec des indemnites aux rabais pas  ordinateur mais me debrouille pour faire les memes demarches plusieurs fois sur ordi quand meme  j explique que ca ne va plus etre possible car mon amie a autre chose a faire toujours calmement  et on me repond que je ne fais pas d effort  et bien pole emplois n a qu a me payer un ordinateur et internet parce que avec 500 euros de moins par moi pour vivre et bien c est compliquer d aller m en acheter un  je ne felicite pas pole emploi et ses conseillers ;1;['boss', 'cle', 'arrier', 'indemnit', 'pay', '500', 'euros', 'apparent', 'docu', 'perdus', 'renvoy', 'courri', 'postal', 'ami', 'demarch', 'libr', 'docu', 'bi', 'ami', 'gross', 'galer', 'trentain', 'compt', 'mauv', 'intitul', 'person', 'effort', 'raccroch', 'entend', 'ami', 'derrier', 'revoir', 'calm', 'calm', 'min', 'chomag', 'indemnit', 'rab', 'debrouill', 'demarch', 'ordi', 'ami', 'calm', 'effort', 'pai', 'internet', '500', 'euros', 'achet', 'felicit'];boss cle arrier indemnit pay 500 euros apparent docu perdus renvoy courri postal ami demarch libr docu bi ami gross galer trentain compt mauv intitul person effort raccroch entend ami derrier revoir calm calm min chomag indemnit rab debrouill demarch ordi ami calm effort pai internet 500 euros achet felicit;-1
tout est complique  trop de demarches a faire  trop de papiers    j ai ete oblige a plusieurs reprises de telephoner pour me guider a l ecran  j ai fait selon ma conscience  et maintenant on me dit que j ai trop percu  je suis benevole dans une association  j ai bien declare les heures effectuees et on me dit qu il y a des erreurs ;1;['demarch', 'guid', 'ecran', 'selon', 'conscienc', 'benevol', 'associ', 'declar'];demarch guid ecran selon conscienc benevol associ declar;2
bonjour   j ai travaille en interim et j ai termine ma mission en octobre 2021  la boite d interim a mis ma prime de precarite dans un compte epargne cet et sur ma fiche de paye est bien precise  j ai demande le deblocage de cette somme et le pole emploi me demande un trop percu pour le mois de novembre 2021  alors que je n avait pas travaille  j ai demande a l entreprise d interim de me fournir une autre attestation  cette derniere a ete refuse par le pole emploi qui ne cherche pas a comprendre meme avec un mail expliquant bien la situation et precisant que la prime de precarite n ai pas considerer comme activite salariale  en plus de cela  je n ai pas ete paye par pole emploi pour le mois de mai 2022 alors que je n ai pas travaille    pouviez vous debloquer cette situation svp    merci d avance   cordialement ;1;['interim', 'interim', 'precarit', 'compt', 'epargn', 'pay', 'deblocag', 'somm', 'interim', 'attest', 'precarit', 'salarial', 'pay', 'debloqu', 'svp'];interim interim precarit compt epargn pay deblocag somm interim attest precarit salarial pay debloqu svp;0
je me suis reinscrit a pe en parallele de mon activite d auto entrepreneur en mai 2022  au moment de m actualiser pour le mois de juin  je rentre les informations sur mes heures  j envoie mon document tel que demande  7 jours apres  aucun versement  j apprends aujourd hui que je dois transmettre mon kbis par l intermediaire de mon referent indemnisation  document indique nulle part au moment de mon actualisation  gros probleme de communication a ce niveau  j espere avoir mon versement rapidement ;1;['reinscr', 'parallel', 'auto', 'entrepreneur', 'juin', 'docu', 'tel', 'apprend', 'kbis', 'intermediair', 'indemnis', 'docu', 'null'];reinscr parallel auto entrepreneur juin docu tel apprend kbis intermediair indemnis docu null;-1
l actualisation pole emploi se fait mensuellement durant une periode precise concernant le mois precedent   or a la date butoir d actualisation  il n a pas les bulletins de paies  ni les montants des 4 salaires verses  plusieurs employeurs   il note une estimation en heures et en somme  il attend de recevoir les paies pour envoyer les documents  entre temps l allocation est versee  un trop percu de la somme totale est reclame  mentionnant  vous avez fait une erreur dans votre declaration    son conseiller pole emploi ne peut pas le renseigner quant a la bonne reception du cheque de trop percu  c est un autre service qui gere cela  ;1;['butoir', 'bulletin', 'pai', 'salair', 'employeur', 'estim', 'somm', 'attend', 'pai', 'docu', 'alloc', 'verse', 'somm', 'total', 'reclam', 'declar', 'chequ', 'servic'];butoir bulletin pai salair employeur estim somm attend pai docu alloc verse somm total reclam declar chequ servic;0
bonjour  je raconte mon histoire pour aider peut etre des gens qui sont dans mon cas   avec pole emploi de ma localite cela ne se passe pas toujours tres bien  depuis quelques temps a chaque demarche faite j ai affaire avec un groupe de conseiller eres  uni es  malveillants  face aux chomeurs qui ne sont pas des experts dans le domaine  ils ont un comportement inapproprie lors de l accueil et de leur mission en bloquant tout ce qui pourrait facilite a la comprehension dans la demarche afin d aboutir a un resultat satisfaisant pour les deux parties   si le demandeur d emploi est bien renseigne il ne reviendra pas et les employes auront moins de travail   si les donnees sont correctement entrees  dans le logiciel il y aurait  moins de trop percus a traiter ;1;['racont', 'histoir', 'localit', 'demarch', 'affair', 'group', 'ere', 'uni', 'malveil', 'fac', 'expert', 'inappropr', 'bloqu', 'demarch', 'about', 'satisfais', 'part', 'reviendr', 'entre', 'percus'];racont histoir localit demarch affair group ere uni malveil fac expert inappropr bloqu demarch about satisfais part reviendr entre percus;2
elle a ete tres bien  elle s est passee presque comme prevu  avec quelques imprevus mais passable ;1;['passe', 'prevu', 'imprevus', 'passabl'];passe prevu imprevus passabl;-1
fin de contrat de travail  demande d allocation avec justificatifs   la demande de pole emploi est transferee  en l etat  sur 2 administrations    la cpam   la ville de reims les justificatifs  attestation de travail de la ville   attestation pension invalidite de la cpam ont ete rejetees par les services de pole emploi  sans raison   je ne suis que l intermediaire entre des administrations qui n utilisent pas le meme langage  retard pour le calcul et donc le paiement de mon allocation perte d emploi ;1;['contrat', 'alloc', 'justif', 'transfere', 'administr', 'cpam', 'reim', 'justif', 'attest', 'attest', 'pension', 'invalidit', 'cpam', 'rejete', 'servic', 'intermediair', 'administr', 'utilisent', 'langag', 'retard', 'pai', 'alloc'];contrat alloc justif transfere administr cpam reim justif attest attest pension invalidit cpam rejete servic intermediair administr utilisent langag retard pai alloc;-1
je suis un chomeur originaire d un drom et vis a paris  par nature je voyage souvent de mon lieu de residence a mon lieu de naissance  allez chez ses parents  or je me retrouve souvent dans l illegalite administrative et dans une constante obligation de justifier mes  absences    justifier la necessite d avoir des rdv dematerialises a des horaires correspondant au 6h de decalage  je ressens une charge mentale negative emanant de mon conseiller qui est sans cesse procedurier ;1;['originair', 'drom', 'paris', 'natur', 'voyag', 'resident', 'naissanc', 'illegalit', 'administr', 'const', 'absenc', 'necessit', 'rdv', 'dematerialis', 'horair', '6h', 'decalag', 'ressen', 'mental', 'eman', 'cess', 'proceduri'];originair drom paris natur voyag resident naissanc illegalit administr const absenc necessit rdv dematerialis horair 6h decalag ressen mental eman cess proceduri;-1
non  pplication des regles de l unedic en matiere d indemnisation  impossible d obtenir une reponse meme avec une lettre recommandee  aucune reponse aux reclamations faites ;1;['pplicat', 'unedic', 'matier', 'indemnis', 'repons', 'recommande', 'repons', 'reclam'];pplicat unedic matier indemnis repons recommande repons reclam;-1
radiee en decembre 2021 sous pretextes fallacieux  je venais d arriver dans cette ville  plus aucune demande du pole emploi  plus de controle  j ai une pathologie de polyarthrite rhumatoide  avec 2 traitements lourds qui font baisser mes defenses immunitaires  j ai envoye les certificats pour effectuer les controles par telephone a cause du covid  aujourd hui  le pompom sur la garonne  il me dit    on vous bascule en dispositif sante  donc si dossier accepte je serai dispensee de recherche d emploi   je leur ai demande d arreter de prendre les gens pour des babaches  moi j ai donne les documents medicaux  mais eux ils radient  et 6 mois apres ils convoquent sans masque  pourquoi au lieu de me radier et a la vue du dossier medical  il n y a pas eu cette information    puisque j avais fait toutes les demarches s s  mdph  et retraire  j espere que l audience au tribunal administratif me donnera raison  elles avaient recu 4 e mails avec dans chaque 10 documents soit 40 demandes recherches d emploi  ensuite lorsque j ai pose la question pourquoi ne pas l avoir propose 6 mois en arriere  ben non vous m etiez dans le dispositif rsa  mais si depuis mon autre ville  un petit montant  tout ce cinema pour essayer d avoir raison  c est honteux un tel comportement de mepris et de condescendance envers les demandeurs d emploi  bientot  ils iront chercher les gens dans les ephad  mais continueront a verser des allocations aux familles de racailles et aux fraudeurs  dans ma pathologie il n y a pas que le traitement  il y a aussi les douleurs et la fatigue due a ce que je dois me concentrer  pour bouger  pour ne pas tomber ;1;['radie', 'pretext', 'fallaci', 'patholog', 'polyarthrit', 'rhumatoid', 'lourd', 'baiss', 'defens', 'immunitair', 'certificat', 'covid', 'pompom', 'garon', 'bascul', 'sant', 'dossi', 'dispense', 'babach', 'docu', 'medical', 'radient', 'convoquent', 'masqu', 'radi', 'dossi', 'medical', 'demarch', 'mdph', 'retrair', 'audienc', 'tribunal', 'administr', 'e', 'docu', '40', 'arrier', 'ben', 'eti', 'rsa', 'cinem', 'tel', 'mepr', 'condescend', 'enver', 'bientot', 'iront', 'ephad', 'alloc', 'famill', 'racaill', 'fraudeur', 'patholog', 'douleur', 'fatigu', 'du', 'concentr', 'boug', 'tomb'];radie pretext fallaci patholog polyarthrit rhumatoid lourd baiss defens immunitair certificat covid pompom garon bascul sant dossi dispense babach docu medical radient convoquent masqu radi dossi medical demarch mdph retrair audienc tribunal administr e docu 40 arrier ben eti rsa cinem tel mepr condescend enver bientot iront ephad alloc famill racaill fraudeur patholog douleur fatigu du concentr boug tomb;-1
radiee en decembre 2021 sous pretextes fallacieux  je venais d arriver da s cette ville  plus aucune demande du pole emploi  plus de controle  j ai une pathologie de polyarthrite rhumatoide  avec 2 traitements lourds qui font baisser mes defenses immunitaires  j ai envoye les certificats pour effectuer les controles par telephone a cause du covid  aujourd hui  le pompom sur la garonne  il me dit on vous bascule en dispositif sante donc si dossier accepte je serai dispensee de recherche d emploi     je leur ai demande d arreter de prendre les gens pour des babaches  moi j ai donne les documents medicaux  mais eux non elles radie et 6 mois apres ils convoquent sans masque  pourquoi au lieu de me radier et a la vue du dossier medical  il n  y a pas eu cette information    puisque j avais fait toutes les demarches s s  mdph  et retraire  j espere que l audience au tribunal administratif me donnera raison  elles avaient recu 4 e mails avec dans chaque 10 documents soit 40 demandes recherches d emploi  ensuite lorsque j ai pose la question pourquoi ne pas l avoir propose 6 mois en arriere  ben non vous m etiez dans le dispositif rsa  mais si depuis mon autre ville  un petit montant  tout ce cinema pour essayer d avoir raison  c est honteux un tel comportement de mepris et de condescendance envers les demandeurs d emploi  bientot  ils iront chercher les gens dans les ephad  mais continueront a verser des allocations aux familles de racailles et aux fraudeurs  dans ma pathologie il n y a pas que le traitement  il y a aussi les douleurs et la fatigue due a ce que je dois me concentrer  pour bouger  pour ne pas tomber ;1;['radie', 'pretext', 'fallaci', 'da', 'patholog', 'polyarthrit', 'rhumatoid', 'lourd', 'baiss', 'defens', 'immunitair', 'certificat', 'covid', 'pompom', 'garon', 'bascul', 'sant', 'dossi', 'dispense', 'babach', 'docu', 'medical', 'convoquent', 'masqu', 'radi', 'dossi', 'medical', 'demarch', 'mdph', 'retrair', 'audienc', 'tribunal', 'administr', 'e', 'docu', '40', 'arrier', 'ben', 'eti', 'rsa', 'cinem', 'tel', 'mepr', 'condescend', 'enver', 'bientot', 'iront', 'ephad', 'alloc', 'famill', 'racaill', 'fraudeur', 'patholog', 'douleur', 'fatigu', 'du', 'concentr', 'boug', 'tomb'];radie pretext fallaci da patholog polyarthrit rhumatoid lourd baiss defens immunitair certificat covid pompom garon bascul sant dossi dispense babach docu medical convoquent masqu radi dossi medical demarch mdph retrair audienc tribunal administr e docu 40 arrier ben eti rsa cinem tel mepr condescend enver bientot iront ephad alloc famill racaill fraudeur patholog douleur fatigu du concentr boug tomb;-1
depuis novembre  2017 j essaie de comprendre pourquoi pole emploi  qui avait preuve de mon age de retraite taux plein  ma carriere en europe et mes contributions a l assurance retraite au quebec  en france et dans la communaute  ne voulait pas payer le maintien des allocations jusqu a l age de retraite taux plein   pole emploi insiste toujours que les decisions finales sont toujours les leurs   la cnav insiste que seul pole emploi peut prendre les decisions sur les allocations   la cnav a transmis 4 conventions cnav a pole emploi  chacune avec un nombre de trimestres de contribution different   donc  j ai fait une assignation contre pole emploi   le tribunal m a donne raison  que j etais qualifie pour le maintien mais j aurais du faire la demande aupres de la cnav   c est un tra la la organise entre pole emploi et la cnav dans l espoir d economiser de l argent pour l etat   les lois applicables etaient passes en novembre  2017 et les juges ont cite une loi d avril  2014   mon avocat est stupefie  je dois faire un appel qui prendra encore 2 ans   l etat est un vrai mauvais partenaire    maintenant  j ai fait la teledeclaration et l administration va imposer un prelevement sur mes revenus de pension domestique et etrangere pour payer les revenus de bic bnc que je n aurais pas   j ai ecris ma situation et les instructions que j ai recu n existe pas   tra la la ;1;['2017', 'retrait', 'taux', 'europ', 'contribu', 'assur', 'retrait', 'quebec', 'communaut', 'pai', 'maintien', 'alloc', 'retrait', 'taux', 'insist', 'decis', 'cnav', 'insist', 'decis', 'alloc', 'cnav', 'convent', 'cnav', 'contribu', 'assign', 'tribunal', 'qualif', 'maintien', 'cnav', 'tra', 'cnav', 'espoir', 'economis', 'argent', 'lois', 'applic', '2017', 'jug', 'cit', '2014', 'avocat', 'stupef', 'appel', 'prendr', 'mauv', 'partenair', 'teledeclar', 'administr', 'impos', 'prelev', 'revenus', 'pension', 'domest', 'etranger', 'pai', 'revenus', 'bic', 'bnc', 'ecris', 'instruct', 'tra'];2017 retrait taux europ contribu assur retrait quebec communaut pai maintien alloc retrait taux insist decis cnav insist decis alloc cnav convent cnav contribu assign tribunal qualif maintien cnav tra cnav espoir economis argent lois applic 2017 jug cit 2014 avocat stupef appel prendr mauv partenair teledeclar administr impos prelev revenus pension domest etranger pai revenus bic bnc ecris instruct tra;-1
