Description;e-mail;Description_2;Description_3;clusters
j ai actualise ma periode d activite sur le site du pole emploi   mon espace en ligne renseigne que mon actualisation a ete valide le 3 octobre 2021  il est inscrit que ma validation concerne la periode du 31 aout 2021 au 31 aout 2021 uniquement  le service technique du pole emploi ne repond pas correctement au reclamation  les correspondances qui sont deposees a mon espace en ligne sont rendus inutilisables et illisibles par un code informatique ;1;['inscrit', '31', '31', 'servic', 'reclam', 'depose', 'rendus', 'inutilis', 'illisibl'];inscrit 31 31 servic reclam depose rendus inutilis illisibl;2
depuis mars 2020  j ai fais une demande d allocation chomage aupres de pole emploi suite a la crise sanitaire qui est restee sans reponse jusqu a maintenant  meme avec mes plusieurs relances  environ 100 relances  90  par telephone et 10   par mail   un dossier depose il y a environ 17 mois   a chaque fois que je prend contact avec pole emploi  j ai toujours plusieurs reponse differentes ;1;['alloc', 'chomag', 'cris', 'sanitair', 'reste', 'repons', '100', '90', 'dossi', '17', 'contact', 'repons'];alloc chomag cris sanitair reste repons 100 90 dossi 17 contact repons;-1
les dossiers d allocation ne sont jamais traites   j avais deposer un dossier d allocation depuis 2019 jusqu a maintenant sans reponse meme avec plusieurs relance  meme quand je contacte ma soi disant conseillere que j ai jamais vue  qui repond pratiquement jamais a mes messages  quand elle repond c est pour me dire  je reviens vers vous des que j aurais une reponse   des reclamations qui prennent 1 mois voire plus pour etre prise en compte  c est affiche que les reclamations sont traiter en 24h normalement    et quand c est pris en compte c est pour me  dire nous avons bien recu votre reclamation   a force de reclamer  ils ont decide de me radier des demandeurs d emploi   j ai aussi contacte le soi disant mediateur 2 fois sans reponse de sa part  a quoi ca sert  ;1;['dossi', 'alloc', 'dossi', 'alloc', '2019', 'repons', 'contact', 'soi', 'pratiqu', 'revien', 'repons', 'reclam', 'prennent', 'compt', 'reclam', '24h', 'compt', 'reclam', 'reclam', 'radi', 'contact', 'soi', 'mediateur', 'repons'];dossi alloc dossi alloc 2019 repons contact soi pratiqu revien repons reclam prennent compt reclam 24h compt reclam reclam radi contact soi mediateur repons;0
bonjour je trouve vraiment regrettable que l  on recoit un fichier pdf a remplir alors que les agences interim proposent des formulaires en ligne avec signature electroniques  la au chomage plus d encre et pas de scanner    il faut imprimer ecrire rescanner puis envoyer   perte de temps et d argent  meme un simple formulaire sur word ou excel je sais faire   ensuite il est regrettable de ne pas avoir un listing des salons entreprises  c est moi qui doit chercher sur le net  et le listing des formations  aussi j ai perdu 600  de mon dif vraiment pas aide   cause cas contact covid;1;['recoit', 'pdf', 'agenc', 'interim', 'proposent', 'formulair', 'signatur', 'electron', 'chomag', 'encre', 'ecrir', 'rescann', 'argent', 'formulair', 'word', 'excel', 'listing', 'salon', 'net', 'listing', 'format', '600', 'dif', 'contact', 'covid'];recoit pdf agenc interim proposent formulair signatur electron chomag encre ecrir rescann argent formulair word excel listing salon net listing format 600 dif contact covid;1
bonjour  j ai recu un courrier de pole emploi paris pour m informer de mon inscription et du versement d indemnites  une dizaine de pages de courrier   probleme    je n ai jamais rien demande  j ai du contacter le 3949 car on ne pouvait pas m aider par e mail  j aurais pu toucher des indemnites sans y avoir droit et surtout cela represente des demarches et des papiers inutiles pour vous comme pour moi ;1;['courri', 'paris', 'indemnit', 'dizain', 'courri', 'contact', '3949', 'e', 'indemnit', 'represent', 'demarch'];courri paris indemnit dizain courri contact 3949 e indemnit represent demarch;-1
quand votre enfant de 18 ans n est plus couvert par votre mutuelle qui exige une attestation pole emploi  l inscription se valide par un rendez vous physique que ma fille ne peut pas honorer etant sans permis  je suis disponible les mercredis et les vacances scolaires mais bien entendu aucune date dans ces creneaux   idem pour le permis  pas d aide puisque pas d inscription a pole emploi  ne peuvent ils pas faire l effort de l inscrire par rendez vous telephonique sachant qu elle ne peut se rendre sur place et ne pourra pas travailler tant qu elle n a pas le permis   c est grotesque et ils nous mettent dans la mouise ;1;['18', 'couvert', 'mutuel', 'attest', 'fill', 'honor', 'mercred', 'vacanc', 'scolair', 'entendu', 'creneau', 'idem', 'effort', 'grotesqu', 'mettent', 'mouis'];18 couvert mutuel attest fill honor mercred vacanc scolair entendu creneau idem effort grotesqu mettent mouis;2
j ai repondu a une annonce du pole emploi a partir de mon espace en ligne   les coordonnees de cette agence pole emploi  montluel  sont indisponibles  ma conseillere pole emploi m a envoye un message a vide sans les coordonnees de cette agence pole emploi  il m est donc impossible de repondre a une question qui m a ete pose par cette agence pole emploi  je suis empechee de retrouver un emploi ;1;['agenc', 'montluel', 'indisponibl', 'vid', 'agenc', 'agenc', 'empeche'];agenc montluel indisponibl vid agenc agenc empeche;-1
l adresse courriel de ma conseillere pole emploi est incorrecte  a plusieurs reprises mes courriels sont rejetes par sa messagerie   cette conseillere a une attitude qui n est pas impartiale ;1;['courriel', 'incorrect', 'courriel', 'messager', 'attitud', 'impartial'];courriel incorrect courriel messager attitud impartial;0
bonjour  je suis tres active dans ma recherche d emploi   quand je candidate par pole emploi  plusieurs semaines s ecoulent avant que ma candidature soit examinee  voila ce que je lis   en cours d examen par le recruteur   plusieurs semaines    preuve a l appui avec copie d ecran  vous vous imaginez   et apres le recruteur marque    annonce cloturee   une honte pour cet organisme qui nous demande de nous justifier a longueur de temps  quand je suis redirigee sur une agence d interim  c est le parcours du combattant  jamais je n arrive directement sur la bonne agence  il faut d abord s inscrire a x qui vous redirige vers y auquel il faut s inscrire  bref vous etes oblige de vous inscrire a presque toutes les agence d interim pour pouvoir postuler  et bien sur  a moins d etre dans l urgence la boite d interim ne donne pas suite a votre candidature  si quelques unes envoie un mail programmer qui vous dit que dans les 15 jours si pas de reponse c est mort ;1;['ecoulent', 'examine', 'lis', 'examen', 'recruteur', 'appui', 'ecran', 'imagin', 'recruteur', 'marqu', 'cloture', 'longueur', 'redirige', 'agenc', 'interim', 'combatt', 'agenc', 'abord', 'x', 'redirig', 'auquel', 'agenc', 'interim', 'urgenc', 'interim', 'une', 'programm', 'repons', 'mort'];ecoulent examine lis examen recruteur appui ecran imagin recruteur marqu cloture longueur redirige agenc interim combatt agenc abord x redirig auquel agenc interim urgenc interim une programm repons mort;-1
beaucoup de prestations pole emploi comme activ emploi  toute mes clef pour un emploi durable et j en passe ne servent a rien  en 2010 pole emploi proposait en interne une prestation qui s apellais cap vers l entreprise  et qui etait mieux  la conseillere qui me suivait a l epoque a pris le temps de trouver un emploi qui me convienne  alors que les prestations comme activ emploi on m a impose un emploi dans lequel je ne suis pas reste car il ne me convenait pas   autant dire que ces prestation sont de l argent jete par les fenetre ;1;['clef', 'durabl', '2010', 'intern', 'apel', 'cap', 'epoqu', 'convien', 'impos', 'lequel', 'conven', 'argent', 'jet', 'fenetr'];clef durabl 2010 intern apel cap epoqu convien impos lequel conven argent jet fenetr;-1
l adresse courriel de ma conseillere pole emploi est dysfonctionnelle   je recois ce message d erreur      bonjour  l adresse mail utilisee ne correspond a aucun conseiller de pole emploi  pour envoyer un mail a votre conseiller referent  nous vous invitons a utiliser la rubrique   mes echanges avec pole emploi   via votre espace personnel  cordialement  l equipe pole emploi fr ;1;['courriel', 'dysfonctionnel', 'utilise', 'inviton', 'personnel', 'equip'];courriel dysfonctionnel utilise inviton personnel equip;0
bonjour  le particulier employeur debutant n est pas du tout aide dans ses demarches   j ai recu un mail de pole emploi me confirmant que l attestation que j ai completee et envoyee a pole emploi  les 2 actions se faisant simultanement  leur est bien arrivee  pourtant  lorsque je retourne sur le site pole emploi il y a 3 jours  en vue de modifier cette attestation  je lis  a l ecran   vous avez 2 attestations a finaliser  surprise   j appelle pole emploi pour avoir des explications  la dame  tres aimable  me dit    appelez le 3995  c est leur role de vous aider   la  la dame m a dit  repete et re repete    vous devez finaliser votre attestation  j ai beau lui repeter que j ai recu un mail de pole emploi disant que celle ci est finalisee et que je veux la modifier  elle me repond inlassablement    finalisez votre attestation   et ce  sur un ton de plus en plus autoritaire  je n ai toujours pas de solution  cette dame refuse aussi de me donner son nom  pourtant elle m a demande le mien ;1;['employeur', 'debut', 'demarch', 'confirm', 'attest', 'complete', 'envoye', 'simultan', 'arrive', 'attest', 'lis', 'ecran', 'attest', 'appel', 'aimabl', 'appel', '3995', 'rol', 'repet', 're', 'repet', 'attest', 'repet', 'finalise', 'inlass', 'attest', 'autoritair', 'mien'];employeur debut demarch confirm attest complete envoye simultan arrive attest lis ecran attest appel aimabl appel 3995 rol repet re repet attest repet finalise inlass attest autoritair mien;4
pole emploi de st jean de braye ne veulent pas me donner de rdv car ils sont incapable de m oriente vers une structure approprie;1;['st', 'jean', 'bray', 'veulent', 'rdv', 'orient', 'structur', 'appropr'];st jean bray veulent rdv orient structur appropr;-1
j ai 41 ans  premiere experience pole emploi de ma vie d entrepreneur depuis le 13 decembre dernier  premier entretien 1ere prise de contact le 7 janvier par telephone  le 10 janvier a 7h recevoir une missive automatique d un algorythme pour deja me menacer de radiation car cet entretien je ne l aurait pas respecte  appeler dans l instant le sav pe  tomber sur une personne qui voit sur son ecran l erreur qui me demande de faire une lettre manuscrite  manuscrite   la scanner et l envoyer pour prouver votre erreur    incroyable   ce matin  faire une recherche sur tout le territoire national en graphisme photo video  voir 7 proposition pour l armee de l air reserve au 17 30 ans  alors que votre base de donnee connait mon age  donc en fait 0 job potentiel ;1;['41', 'entrepreneur', '13', '1er', 'contact', '7h', 'missiv', 'algorythm', 'respect', 'appel', 'instant', 'sav', 'tomb', 'person', 'voit', 'ecran', 'manuscrit', 'manuscrit', 'prouv', 'territoir', 'national', 'graphism', 'photo', 'video', 'arme', 'air', 'reserv', '17', 'donne', 'job', 'potentiel'];41 entrepreneur 13 1er contact 7h missiv algorythm respect appel instant sav tomb person voit ecran manuscrit manuscrit prouv territoir national graphism photo video arme air reserv 17 donne job potentiel;-1
impossible de vous ecrire mon message  qui semble considere comme un risque d attaque  piratage  bizarre   ;1;['ecrir', 'attaqu', 'piratag', 'bizarr'];ecrir attaqu piratag bizarr;3
on me demande de partager mon experience avec le service public  il s agira plutot du contraire  voila 5 ans que je suis au chomage   je travaille parfois pas toujours  au debut j ai fais enormement de demarche pour retrouver un vrai metier  dans un secteur qui recrute   j ai demande des formations pour lesquelles j avais deja rencontre les formateurs qui etaient emballe par le projet et par mon energie  pole emploi n a jamais voulu suivre  et pourtant je voulais devenir gestionnaire de paie un metier en tension  en 5 ans de chomage les seuls fois ou j ai eu pole emploi en entretien ou au telephone c est que j en ai fais la demande  je ne suis pas desesperee donc on ne s occupe pas de moi ;1;['partag', 'servic', 'agir', 'chomag', 'demarch', 'format', 'lesquel', 'emball', 'energ', 'deven', 'gestionnair', 'pai', 'tension', 'chomag', 'seul', 'desespere', 'occup'];partag servic agir chomag demarch format lesquel emball energ deven gestionnair pai tension chomag seul desespere occup;2
je ne peux pas contacter le service candidat du pole emploi   l adresse courriel service candidat pole emploi fr ne permet pas d envoyer des courriels a ce service du pole emploi ;1;['contact', 'servic', 'courriel', 'servic', 'courriel', 'servic'];contact servic courriel servic courriel servic;0
je me suis actualise et le formulaire a change ce qui a complique mon actualisation  je prefere l ancienne formule qui etait plus detaillee et plus pratique  je trouve dommage qu il n y a pas de modele qui restant sur la page ;1;['formulair', 'prefer', 'detaille', 'model', 'rest'];formulair prefer detaille model rest;1
pole emploi m a inscrit dans une formation professionnelle a2sp a afpa meudon la foret   cela s est tres bien passe avec des formateurs de qualite en securite privee des etablissements recevant du public et des immeubles de grande hauteur des personnes et des biens  merci beaucoup a tout ceux qui m ont soutenu dans la realisation de la formation ;1;['inscrit', 'format', 'a2sp', 'afpa', 'meudon', 'foret', 'securit', 'prive', 'etabl', 'recev', 'immeubl', 'hauteur', 'person', 'soutenu', 'format'];inscrit format a2sp afpa meudon foret securit prive etabl recev immeubl hauteur person soutenu format;1
c est une honte  les services publics de notre belle france  cela fait plus d un mois que l on me balade de services en services tout cela pour une simple attestation de pole emploi  oui bien sur c est pour l annee 2013 mais je pense que tout est informatise et bien non  en attendant je n ai toujours pas de reponse et je ne peux cloturer mon dossier de retraite ;1;['servic', 'balad', 'servic', 'servic', 'attest', '2013', 'informatis', 'attend', 'repons', 'clotur', 'dossi', 'retrait'];servic balad servic servic attest 2013 informatis attend repons clotur dossi retrait;-1
j ai demande a participer a une formation professionnelle en anglais a ma conseillere pole emploi  elle a refuse ma demande et a dit      vous demandez des informations concernant le financement d une formation en anglais  je vous informe que pole emploi guadeloupe iles du nord ne finance pas les formations en langues  vous pouvez vous rapprocher de guadeloupe formation qui propose le dispositif   cigarel     vous pouvez consultez sur le site internet de guadeloupe formation    l information que me transmet ma conseillere pole emploi est fausse  plusieurs formations en anglais professionnel sont proposees toute l annee par le pole emploi ;1;['format', 'anglais', 'financ', 'format', 'anglais', 'guadeloup', 'ile', 'nord', 'financ', 'format', 'langu', 'rapproch', 'guadeloup', 'format', 'cigarel', 'internet', 'guadeloup', 'format', 'transmet', 'format', 'anglais', 'propose'];format anglais financ format anglais guadeloup ile nord financ format langu rapproch guadeloup format cigarel internet guadeloup format transmet format anglais propose;1
j ai malheureusement que trop d experiences negatives avec pole emploi a partir du moment ou je trouve de reelles opportunites pour acceder a l emploi  la periode de mise en situation professionnelle   comme un stage d observation d un metier  dispositif propose par pole emploi  permet de s immerger en entreprise dans le metier de votre projet professionnel  lorsqu un employeur vous ouvre cette opportunite dans un milieu ou elle est tres rare  vous aurez bataille a decrocher cela et vous voyez vos efforts mis a neant par les equipes pole emploi joignables uniquement par mail qui vous font tourner avec le cerfa en rond  par mail  par telephone  en physique en agence avec le tres desagreable sentiment que vous derangez fortement  jusqu a ce que l employeur se desinteresse de vous  quand vous sechez vos larmes et formulez une reclamation  celles ci  uniquement traites par les conseillers eux memes   sont immediatement fermees ;1;['opportunit', 'observ', 'immerg', 'lorsqu', 'employeur', 'opportunit', 'milieu', 'rar', 'bataill', 'decroch', 'effort', 'ne', 'equip', 'joignabl', 'cerf', 'rond', 'agenc', 'derang', 'employeur', 'desinteress', 'sech', 'larm', 'reclam', 'cel', 'immediat', 'ferme'];opportunit observ immerg lorsqu employeur opportunit milieu rar bataill decroch effort ne equip joignabl cerf rond agenc derang employeur desinteress sech larm reclam cel immediat ferme;4
au pole emploi le service est inefficace  le personnel incorrect  enfin service a revoir;1;['servic', 'inefficac', 'personnel', 'incorrect', 'servic', 'revoir'];servic inefficac personnel incorrect servic revoir;3
a la suite de mon licenciement economique  il y a quelques annees  j ai decouvert que j avais 45 ans et que mes facultes et competences professionnelles n etaient plus traitees objectivement lors des recrutements  depuis  chaque annee supplementaire n a fait qu aggraver ma situation de retour a l emploi  j ai suivi les preconisations des specialistes de l insertion professionnelle  je me suis reconvertie  formee  diplomee  rien n y a fait  je ne connais plus que l intermittence des postes  des emplois toujours plus eloignes de mon parcours  toujours plus precaires et plus mal payes  l agisme balaie tout  la fameuse question de l age finit toujours par m etre posee  alors meme qu elle n est pas legale   c est donc sur ce point que j interpelle les pouvoirs publics  si pole emploi est le bras arme de la lutte contre le chomage  son inaction en matiere de lutte contre les discriminations est flagrante et navrante ;1;['licenci', 'decouvert', '45', 'facult', 'traite', 'object', 'supplementair', 'aggrav', 'preconis', 'special', 'insert', 'reconvert', 'forme', 'diplome', 'intermittent', 'eloign', 'precair', 'pay', 'agism', 'balai', 'fameux', 'pose', 'legal', 'interpel', 'pouvoir', 'bras', 'arme', 'lutt', 'chomag', 'inact', 'matier', 'lutt', 'discrimin', 'flagr', 'navr'];licenci decouvert 45 facult traite object supplementair aggrav preconis special insert reconvert forme diplome intermittent eloign precair pay agism balai fameux pose legal interpel pouvoir bras arme lutt chomag inact matier lutt discrimin flagr navr;2
depuis que j ai perdu mon emploi d ingenieur chef de projet  les experiences avec le pole emploi regional  m ont souvent etonne negativement  offres de cap   bep   radiations surprises   aucune formation de niveau i ou ii proposees  refus d aide au deplacement   offre d ingenieur en allemagne a bonn    offre chez peugeot en alsace etc   j ai ete juge comme une personne qui refuse la mobilite  alors que je parle plusieurs langues et cherche a partir de ma region sinistree   maintenant a 62 ans bientot  il faut realiser que je ne trouve pas d entreprise francaise qui embaucherait  donc ma recherche s oriente vers d autres pays  je ne suis pas seul dans cette situation  moyens utilises   telephone   internet  relations    helas monsieur c     la situation est difficile pour nous aussi  nous vous souhaitons bonne chance     que ce soit en france   en allemagne etc   ;1;['ingenieur', 'chef', 'regional', 'eton', 'offre', 'cap', 'bep', 'radiat', 'surpris', 'format', 'i', 'ii', 'propose', 'offre', 'ingenieur', 'allemagn', 'offre', 'peugeot', 'alsac', 'jug', 'person', 'langu', 'region', 'sinistre', 'bientot', 'francais', 'orient', 'pay', 'internet', 'hel', 'souhaiton', 'allemagn'];ingenieur chef regional eton offre cap bep radiat surpris format i ii propose offre ingenieur allemagn offre peugeot alsac jug person langu region sinistre bientot francais orient pay internet hel souhaiton allemagn;2
ma conseillere pole emploi m a propose le suivi d une prestation pole emploi pour accelerer mon retour a un emploi  j ai ete oblige de contacter ma conseillere plusieurs fois a ses adresses courriels pole emploi exclusivement  ma conseillere pole emploi dit que je la contacte trop regulierement et que je la harcele ;1;['acceler', 'contact', 'courriel', 'exclus', 'contact', 'regulier', 'harcel'];acceler contact courriel exclus contact regulier harcel;0
j ai sollicite le service de pole emploi pour beneficier d un abondement  a une formation de dirigeant de societe de securite privee  ma conseillere m a indique les documents que je devais suivre  ainsi qu une lettre de motivation  deux semaines plus tard  ma conseillere et le responsable du centre de formation m on contactes pour m annoncer la bonne nouvelle que mon dossier avait ete accepte par la commission de pole emplois  je tiens avant tous  remercier l organisme de pole emplois  nous sommes souvent critique face aux organismes publics  il faut reconnaitre que nous avons la chance de vivre dans ce beau pays la france qui permet a chacun de trouver sa place ;1;['servic', 'abond', 'format', 'dirig', 'securit', 'prive', 'docu', 'respons', 'format', 'contact', 'dossi', 'commiss', 'remerci', 'critiqu', 'fac', 'reconnaitr', 'pay'];servic abond format dirig securit prive docu respons format contact dossi commiss remerci critiqu fac reconnaitr pay;-1
suite a ma rupture conventionnelle  je me suis inscrite a pole emploi  ce que je reproche surtout  c est le manque de moyens de pouvoir contacter un conseiller   pas de possibilite de prise de rendez vous avec un conseiller  j ai un rendez vous qui m a ete imposee avec une date assez eloignee par rapport a la date de fin de mon contrat   juste un numero unique  mais ce ne sont pas des personnes qui ont acces a notre dossier et qui peuvent mieux nous renseigner  les demarches administratives sont assez longues   fin de contrat le 7 janvier    a ma reouverture des droits  je n ai pu beneficier que des anciennes allocations  alors ce qu il aurait ete plus preferable que je puisse toucher des allocations qui soient bases sur la periode la plus recente  il y a tout de meme la possibilite d envoyer un mail  mais le delai de reponse est assez long ;1;['conventionnel', 'inscrit', 'reproch', 'contact', 'impose', 'eloigne', 'contrat', 'uniqu', 'person', 'dossi', 'demarch', 'administr', 'contrat', 'reouvertur', 'alloc', 'prefer', 'alloc', 'recent', 'repons'];conventionnel inscrit reproch contact impose eloigne contrat uniqu person dossi demarch administr contrat reouvertur alloc prefer alloc recent repons;-1
je suis inscrite en tant que demandeur d emploi et j ai cree une micro entreprise  j ai donc demande de l aide a pole emploi afin d etre accompagnee dans le processus de creation d entreprise   cependant je ne parviens pas  a avoir un rdv avec mon conseiller    je l ai donc sollicite a plusieurs reprises par mail  notamment pour avoir des renseignements sur les possibilites de demander des financements pour faire des formations tres importantes dans mon domaine   ses reponses sont tres succintes  ne repondant souvent pas a mes questions   j ai pris l initiative de les contacter pour faire une demande de financement d une formation directement via mon espace personnel pole emploi  cependant celle ci a ete refusee en moins de 24h  sans aucune justification valable   l accompagnement par pole emploi dans mon projet de creation d entreprise  voire retour a l emploi est donc inexistant  ce qui est tres decevant ;1;['inscrit', 'micro', 'accompagne', 'processus', 'cepend', 'parvien', 'rdv', 'possibilit', 'financ', 'format', 'repons', 'succint', 'initi', 'contact', 'financ', 'format', 'personnel', 'cepend', '24h', 'justif', 'valabl', 'inexist', 'decev'];inscrit micro accompagne processus cepend parvien rdv possibilit financ format repons succint initi contact financ format personnel cepend 24h justif valabl inexist decev;1
bonjour  suite a un precedent message concernant la mise en situation professionnelle de pole emploi  j ai depuis recu un  avertissement avant sanction   la conseillere est revenue vers moi mi fevrier pour une periode pmsmp demarrant le lendemain 10h  me disant que la convention n etait pas remplie  partie manquante pourtant destinee a la  structure d accueil  donc que pole emploi doit remplir   resultat j ai du revenir vers l entreprise en urgence le jour meme dans l apres midi avec le papier  puisque je commencais le lendemain  cette priorite ne m a pas permis d assister au rendez vous pe le meme jour pour un atelier de creation de cv  mon cv etant cree depuis car le rendez vous a ete pris 1 mois 1 2 avant et que j ai eu le temps de creer et valider mon cv entretemps    je n ai a ce jour pas de retour de ma conseillere concernant la pmsmp  et maintenant j ai le risque de me faire radie  je ne sais pas si je commence la pmsmp  pas d accuse reception des mails que j envoi a pe ;1;['avert', 'sanction', 'mi', 'pmsmp', 'demarr', 'lendemain', '10h', 'convent', 'destine', 'structur', 'reven', 'urgenc', 'lendemain', 'priorit', 'ateli', 'entretemp', 'pmsmp', 'pmsmp', 'accus'];avert sanction mi pmsmp demarr lendemain 10h convent destine structur reven urgenc lendemain priorit ateli entretemp pmsmp pmsmp accus;2
il y a quelques mois  pole emploi m avait refuse mes bulletins de paye sous pretexte que je les avais imprimes en recto verso  j ai trouve cela etrange car cela aboutit a abattre deux fois plus d arbres  mais bon     il y a quelques jours  pole emploi est alle encore plus loin dans sa logique  vocabulaire non injurieux   cette fois  mes bulletins de paye ont ete refuses car je les avais mis dans la meme enveloppe   autrement dit  une personne qui intervient dans 30 familles differentes et qui va avoir 30 bulletins de paye differents par mois doit maintenant mettre chaque bulletin dans une enveloppe differente et affranchir tout ca avec 30 timbres    je suppose que la prochaine etape sera d exiger que chaque lettre soit vehiculee par une voiture differente ;1;['bulletin', 'pay', 'pretext', 'recto', 'verso', 'etrang', 'about', 'abattr', 'arbre', 'logiqu', 'vocabulair', 'injuri', 'bulletin', 'pay', 'envelopp', 'autr', 'person', 'intervient', 'famill', 'bulletin', 'pay', 'bulletin', 'envelopp', 'affranch', 'timbr', 'suppos', 'etap', 'vehicule', 'voitur'];bulletin pay pretext recto verso etrang about abattr arbre logiqu vocabulair injuri bulletin pay envelopp autr person intervient famill bulletin pay bulletin envelopp affranch timbr suppos etap vehicule voitur;-1
le cpf estime que tout peut se faire par internet  et qu une assistance humaine est inutile  mais si vous avez un probleme  le site estime que seule les questions qu il se pose  meritent une reponse  ainsi  il est impossible de demander un cofinancement de pole emploi pour ma formation  sans d abord payer par carte bleue  le solde du cout total  erreur car croyance aveugle dans le logiciel  et impossible de joindre un agent  car le telephone du cpf n est indique nulle part  il est merveilleux de penser construire une societe plus juste et assurer la formation des demandeurs d emplois avec des machine  pour l instant c est l echec total  ;1;['cpf', 'estim', 'internet', 'estim', 'meritent', 'repons', 'cofinanc', 'format', 'abord', 'pai', 'bleu', 'sold', 'cout', 'croyanc', 'aveugl', 'agent', 'cpf', 'null', 'merveil', 'construir', 'assur', 'format', 'machin', 'instant', 'echec'];cpf estim internet estim meritent repons cofinanc format abord pai bleu sold cout croyanc aveugl agent cpf null merveil construir assur format machin instant echec;1
lorsqu on a le malheur d avoir ete employe par son conjoint  la demande d allocation au pole emploi est un long chemin seme d embuches   on ne peut que cocher des cases sans pouvoir rien y changer d un iota   on me demande une dads qui a ete supprimee depuis 4 ans  date a laquelle je n etais pas encore embauchee   la dsn que j ai fournie me revient  refusee    j ai essaye de telephoner  je n ai encore eu personne   et que dire de mes releves de comptes  pour justifier avoir bien recu mes salaires  qui sont  eux aussi  refuses   heureusement  mon livret de famille a ete accepte   car bien sur  je dois aussi justifier de mon regime matrimonial    je ne suis pas pret d etre indemnisee   vive l ere d internet ou tout est  simplifie    ici aussi je manque de place pour le reste     merci tout de meme;1;['lorsqu', 'conjoint', 'alloc', 'chemin', 'sem', 'embuch', 'cas', 'iot', 'dad', 'supprime', 'embauche', 'dsn', 'revient', 'person', 'compt', 'salair', 'livret', 'famill', 'regim', 'matrimonial', 'pret', 'indemnise', 'viv', 'ere', 'internet'];lorsqu conjoint alloc chemin sem embuch cas iot dad supprime embauche dsn revient person compt salair livret famill regim matrimonial pret indemnise viv ere internet;-1
bonjour   je vous partage une des experiences lunaires que je viens de rencontrer  j ai demande un rdv telephonique il y a 3 semaines  j ai obtenu un rdv en date du 3 mars a 9h45  a 9h45  personne ne m appelle  j attends 5 minutes et appelle directement pole emploi  une conseillere me dit qu ils ont des difficultes telephoniques en interne mais qu ils vont tout faire pour me contacter  10 minutes plus tard  je recois un email d une conseillere me disant qu elle n a pas oublie mon rdv mais qu ils ont des difficultes en interne  je lui reponds que je ne bouge pas et qu elle peut m appeler quand elle le souhaite  elle me repond que malheureusement ca ne fonctionne pas et elle m invite a faire mes demarches par mail  je lui reponds que je vais me rendre sur place egalement  a l agence de boulogne   et ils m envoient un courrier d avertissement disant que je n ai pas assiste au rdv   je suis extremement mecontent de pole emploi  ma situation est toujours bloquee et je n ai pas pas d infos ;1;['partag', 'lunair', 'rdv', 'obtenu', 'rdv', '9h45', '9h45', 'person', 'appel', 'attend', 'appel', 'intern', 'contact', 'rdv', 'intern', 'boug', 'appel', 'invit', 'demarch', 'agenc', 'boulogn', 'envoient', 'courri', 'avert', 'rdv', 'extrem', 'mecontent', 'bloque', 'infos'];partag lunair rdv obtenu rdv 9h45 9h45 person appel attend appel intern contact rdv intern boug appel invit demarch agenc boulogn envoient courri avert rdv extrem mecontent bloque infos;0
je suis  interimaire a 44 ans et ne souhaite pas le rester  a la fin de mon contrat je m inscris a pole empoi et cherche une solution  pour mon avenir professionnel   je trouve une formation et j envoie le devis a pole emploi qui ne m aidera pas financierement  ni  la chambre des metiers  ni le conseil region  ni les c f a ou autre organisme  quelles solutions peut il y avoir pour un futur entrepreneur qui ne demande qu a travailler  ;1;['interimair', '44', 'contrat', 'inscris', 'empoi', 'aven', 'format', 'chambr', 'region', 'f', 'solut', 'futur', 'entrepreneur'];interimair 44 contrat inscris empoi aven format chambr region f solut futur entrepreneur;2
le manque de reponse et de communication envers les usagers de ce service est scandaleux   je me suis inscrit debut fevrier  les demarches pour faire valider les documents electroniques ont ete laborieuses car ces documents officiels des differentes institutions suisses ou j ai travaille ces derniers mois n etaient pas correctement lus et valides  au bout de la quatrieme transmission et du troisieme appel ils ont ete valides sans modification de ma part  juste du temps perdu et des allocations spas versees   depuis bientot deux mois que je suis inscrit je n ai toujours pu parler et encore moins rencontrer aucun conseiller  a croire qu il n existe pas   nous sommes des jouets ballotes entre vos mains  a force d appels et de reclamations un agent m a fixe un rendez vous arbitrairement  malheureusement sur un creneau ou j avais deja convenu d un entretien   impossible de la joindre pour le decaler ou proposer une alternative  vais je etre radie pour cela  ;1;['repons', 'enver', 'usager', 'servic', 'scandal', 'inscrit', 'demarch', 'docu', 'electron', 'labori', 'docu', 'officiel', 'institu', 'suiss', 'derni', 'lus', 'quatriem', 'troisiem', 'appel', 'alloc', 'spas', 'verse', 'bientot', 'inscrit', 'jouet', 'ballot', 'main', 'appel', 'reclam', 'agent', 'fix', 'arbitrair', 'creneau', 'convenu', 'decal', 'altern'];repons enver usager servic scandal inscrit demarch docu electron labori docu officiel institu suiss derni lus quatriem troisiem appel alloc spas verse bientot inscrit jouet ballot main appel reclam agent fix arbitrair creneau convenu decal altern;-1
parceque le site pole emploi n avais pas la formation que je cherche  j ai cherche plusieur jours par moi meme sur l internet etc   je suis tombe sur des  d entreprise qui soi disant font la formation   mais apres une conversation telephonique avec les escrocs  j ai vite constate qu ils ne savaient pas deu tout de quoi je parlais   dommage que pole emploi n ait que les formations basiques ;1;['parcequ', 'format', 'internet', 'soi', 'format', 'escroc', 'sav', 'deu', 'parl', 'format', 'basiqu'];parcequ format internet soi format escroc sav deu parl format basiqu;1
